JSMC(竞赛名称),HJJB(获奖级别),HJDJ(获奖等级),HJSJ(获奖时间),XHHGH(学号或工号),NJ(年级),XY(学院),ZY(专业),DNPX(队内排序),ZZ(职责)
2023年全国大学生电子设计竞赛,省级,一等奖,2023-09-01 00:00:00,pjxuqwbj840,2020级,电子工程学院,电子信息工程,1,学生
2023年全国大学生电子设计竞赛,省级,一等奖,2023-09-01 00:00:00,pjxuqwbj805,2020级,机电工程学院,测控技术与仪器,3,学生
中国大学生计算机设计大赛,省级,二等奖,2023-05-01 00:00:00,pjxxxxbj958,2020级,通信工程学院,通信工程,2,学生
"第十三届全国大学生电子商务“创新、创意及创业”
挑战赛·西部某省省“轩辕杯”选拔赛",省级,三等奖,2023-05-01 00:00:00,pjwrqxbj993,2020级,先进材料与纳米科技学院,材料科学与工程,2,学生
"第十三届全国大学生电子商务“创新、创意及创业”
挑战赛·西部某省省“轩辕杯”选拔赛",省级,三等奖,2023-05-01 00:00:00,pjwrqxbj967,2020级,先进材料与纳米科技学院,材料科学与工程,3,学生
"第十三届全国大学生电子商务“创新、创意及创业”
挑战赛·西部某省省“轩辕杯”选拔赛",省级,三等奖,2023-05-01 00:00:00,pjxxxxbj958,2020级,通信工程学院,通信工程,1,学生
2023年全国大学生电子设计竞赛,国家级,一等奖,2023-09-01 00:00:00,pjxyqxbj694,2020级,电子工程学院,电子信息工程,3,学生
2023年全国大学生电子设计竞赛,国家级,一等奖,2023-09-01 00:00:00,pjxuqwbj731,2020级,机电工程学院,机器人工程,2,学生
2023年全国大学生电子设计竞赛,省级,一等奖,2023-09-01 00:00:00,pjxuqwbj840,2020级,电子工程学院,电子信息工程,1,学生
2023年全国大学生电子设计竞赛,省级,一等奖,2023-09-01 00:00:00,pjxyqxbj694,2020级,电子工程学院,电子信息工程,3,学生
第十五届全国大学生数学竞赛,省级,二等奖,2023-12-01 00:00:00,pjxyqxbl793,2020,电子工程学院,电子信息工程,1,学生
第十五届全国大学生数学竞赛,省级,二等奖,2023-12-01 00:00:00,pjxyqwbj486,2020,计算机科学与技术学院,计算机科学与技术,1,学生
第十五届全国大学生数学竞赛,省级,二等奖,2023-12-01 00:00:00,pjxyqwbk656,2020,计算机科学与技术学院,计算机科学与技术,1,学生
2023年全国大学生电子设计竞赛,省级,一等奖,2023-09-01 00:00:00,pjxuqwbj805,2020级,机电工程学院,测控技术与仪器,3,学生
中国大学生计算机设计大赛,国家级,二等奖,2023-08-01 00:00:00,pjxyqxbj470,2020级,电子工程学院,电子信息工程,2,学生
中国大学生计算机设计大赛,国家级,三等奖,2023-08-01 00:00:00,pjxyqxbj474,2020级,通信工程学院,通信工程,1,学生
中国大学生计算机设计大赛,国家级,三等奖,2023-08-01 00:00:00,pjxyqxbj770,2020级,通信工程学院,通信工程,2,学生
中国大学生计算机设计大赛,省级,一等奖,2023-05-01 00:00:00,pjxyqwbj665,2020级,计算机科学与技术学院,计算机科学与技术,2,学生
中国大学生计算机设计大赛,省级,三等奖,2023-05-01 00:00:00,pjwtqxbj987,2020级,生命科学技术学院,生物医学工程,2,学生
中国大学生计算机设计大赛,省级,一等奖,2023-05-01 00:00:00,pjxuqwbj694,2020级,机电工程学院,机械设计制造及自动化,3,学生
中国大学生计算机设计大赛,省级,一等奖,2023-05-01 00:00:00,pjxyqwbk808,2020级,人工智能学院,人工智能,1,学生
中国大学生计算机设计大赛,省级,一等奖,2023-05-01 00:00:00,pjxuqwbj583,2020级,机电工程学院,自动化,2,学生
第十五届全国大学生数学竞赛,省级,三等奖,2023-12-01 00:00:00,pjxyqxbl750,2020,电子工程学院,电子信息工程,1,学生
第十五届全国大学生数学竞赛,省级,三等奖,2023-12-01 00:00:00,pjwrqxbj951,2020,先进材料与纳米科技学院,材料科学与工程,1,学生
2023年全国大学生电子设计竞赛,国家级,一等奖,2023-09-01 00:00:00,pjxuqwbj870,2020级,机电工程学院,机械设计制造及其自动化,2,学生
2023年全国大学生电子设计竞赛,省级,一等奖,2023-09-01 00:00:00,pjxyqxbk880,2020级,通信工程学院,通信工程,3,学生
第十五届全国大学生数学竞赛,省级,二等奖,2023-12-01 00:00:00,pjxuqwbj643,2020,机电工程学院,自动化,1,学生
2024年大学生计算机设计大赛西北地区赛,省级,贰等奖,2024-05-01 00:00:00,pjxyqxbl763,2020级,空间科学与技术学院,探测制导与控制技术,1（学生第一完成人）,学生
2035年大学生计算机设计大赛西北地区赛,国家级,三等奖,2024-08-01 00:00:00,pjxxxxbj958,2020级,通信工程学院,通信工程,2（学生第二完成人）,学生
西部某省省首届密码技术竞赛,省级,铜奖,2024-05-01 00:00:00,pjxyqwbj435,2020,计算机科学与技术学院,计算机科学与技术,1,学生
2024年中国网络安全创新创业大赛,国家级,大学生创新创业作品提名奖,2024-09-01 00:00:00,pjxsqxbj918,2021,网络与信息安全学院,信息安全,1,学生
第十五届全国大学生数学竞赛,省级,二等奖,2023-12-01 00:00:00,pjxyqxbj448,2020,微电子学院,集成电路设计与集成系统,1,学生
西部某省省首届密码技术竞赛,省级,优秀奖,2024-05-01 00:00:00,pjxrqxbj983,17652188078,数学与统计学院,数学与应用数学,1,学生
2024年大学生计算机设计大赛西北地区赛,省级,叁等奖,2024-05-01 00:00:00,pjxqzxbj994,2020级,人文学院,录音艺术,2（学生第二完成人）,学生
2024年大学生计算机设计大赛西北地区赛,省级,叁等奖,2024-05-01 00:00:00,pjxqzxbj994,2020级,人文学院,录音艺术,2（学生第二完成人）,学生
2024年大学生计算机设计大赛西北地区赛,省级,叁等奖,2024-05-01 00:00:00,pjxuqwbj496,2020级,机电工程学院,工业设计,3（学生第三完成人）,学生
第十五届全国大学生数学竞赛,省级,三等奖,2023-12-01 00:00:00,pjxyqxbj015,2020,物理学院,应用物理学,1,学生
第十五届全国大学生数学竞赛,省级,三等奖,2023-12-01 00:00:00,pjxyqwbj531,2020,计算机科学与技术学院,计算机科学与技术,1,学生
西部某省省首届密码技术竞赛,省级,优秀奖,2024-05-01 00:00:00,pjxrqxbj983,17652188078,数学与统计学院,数学与应用数学,1,学生
第二届盘古石杯全国电子数据取证大赛,国家级,一等奖,2024-06-01 00:00:00,pjxyqwbk956,2020,网络与信息安全学院,网络空间安全,1,学生
第二届盘古石杯全国电子数据取证大赛,国家级,一等奖,2024-06-01 00:00:00,pjxyqwbk956,2020,网络与信息安全学院,网络空间安全,1,学生
2024年大学生计算机设计大赛西北地区赛,省级,贰等奖,2024-05-01 00:00:00,pjxsqxbj969,2020级,通信工程学院,通信工程,4（学生第四完成人）,学生
2024年大学生计算机设计大赛西北地区赛,省级,叁等奖,2024-05-01 00:00:00,pjxqqxbj964,2020级,人文学院,汉语言文学,3（学生第三完成人）,学生
第十五届全国大学生数学竞赛,省级,三等奖,2023-12-01 00:00:00,pjxyqxbj897,2020,电子工程学院,信息对抗技术,1,学生
第十五届全国大学生数学竞赛,省级,三等奖,2023-12-01 00:00:00,pjxyqwbj617,2020,网络与信息安全学院,信息安全,1,学生
第十五届全国大学生数学竞赛,省级,三等奖,2023-12-01 00:00:00,pjxyqwbk585,2020,网络与信息安全学院,信息安全,1,学生
第十五届全国大学生数学竞赛,省级,三等奖,2023-12-01 00:00:00,pjxwzxbj996,2020,电子工程学院,电子信息工程,1,学生
2024年大学生计算机设计大赛西北地区赛,国家级,三等奖,2024-08-01 00:00:00,pjxxxxbj958,2020级,通信工程学院,通信工程,2（学生第二完成人）,学生
2035年大学生计算机设计大赛西北地区赛,国家级,三等奖,2024-08-01 00:00:00,pjxxxxbj958,2020级,通信工程学院,通信工程,2（学生第二完成人）,学生
2024年大学生计算机设计大赛西北地区赛,省级,壹等奖,2024-05-01 00:00:00,pjxxxxbj958,2020级,通信工程学院,通信工程,2（学生第二完成人）,学生
2023年全国大学生电子设计竞赛,省级,一等奖,2023-09-01 00:00:00,pjxuqwbj870,2020级,机电工程学院,机械设计制造及其自动化,2,学生
第十五届全国大学生数学竞赛,省级,一等奖,2023-12-01 00:00:00,pjxyqwbj966,2020,计算机科学与技术学院,计算机科学与技术,1,学生
第十五届全国大学生数学竞赛,省级,一等奖,2023-12-01 00:00:00,pjxyqwbj890,2020,人工智能学院,人工智能,1,学生
第十五届全国大学生数学竞赛,省级,一等奖,2023-12-01 00:00:00,pjxyqwbk608,2020,计算机科学与技术学院,数据科学与大数据技术,1,学生
2024年大学生计算机设计大赛西北地区赛,省级,贰等奖,2024-05-01 00:00:00,pjxyqxbl763,2020级,空间科学与技术学院,探测制导与控制技术,1（学生第一完成人）,学生
2024年全国大学生统计建模大赛,省级,二等奖,2024-08-01 00:00:00,pjxrqxbj905,2020,数学与统计学院,信息与计算科学,1,学生
第十五届全国大学生数学竞赛,省级,一等奖,2023-12-01 00:00:00,pjxsqxbj823,2020,经济与管理学院,工程管理,1,学生
第十五届全国大学生数学竞赛,省级,三等奖,2023-12-01 00:00:00,pjxyqxbj228,2020,通信工程学院,通信工程,1,学生
第十五届全国大学生数学竞赛,省级,三等奖,2023-12-01 00:00:00,pjxyqxbk825,2020,光电工程学院,光电信息科学与工程,1,学生
第十五届全国大学生数学竞赛,省级,三等奖,2023-12-01 00:00:00,pjxyqxbk803,2020,通信工程学院,通信工程,1,学生
第十五届全国大学生数学竞赛,省级,二等奖,2023-12-01 00:00:00,pjxyqxbk503,2021,电子工程学院,电子信息工程,1,学生
第十五届全国大学生数学竞赛,省级,二等奖,2023-12-01 00:00:00,pjxyqxbk182,2020,光电工程学院,电子科学与技术,1,学生
第十五届全国大学生数学竞赛,省级,二等奖,2023-12-01 00:00:00,pjxyqwbk799,2020,计算机科学与技术学院,计算机科学与技术,1,学生
第十五届全国大学生数学竞赛,省级,二等奖,2023-12-01 00:00:00,pjxuqwbj515,2020,机电工程学院,集成电路设计与集成系统,1,学生
第十五届全国大学生数学竞赛,省级,三等奖,2023-12-01 00:00:00,pjxrqxbj973,2020,数学与统计学院,信息与计算科学,1,学生
第十五届全国大学生数学竞赛,省级,三等奖,2023-12-01 00:00:00,pjxyqxbk286,2020,电子工程学院,信息对抗技术,1,学生
第十五届全国大学生数学竞赛,省级,三等奖,2023-12-01 00:00:00,pjxyqwbj877,2020,计算机科学与技术学院,计算机科学与技术,1,学生
第十五届全国大学生数学竞赛,省级,三等奖,2023-12-01 00:00:00,pjxyqwbk775,2020,计算机科学与技术学院,计算机科学与技术,1,学生
第四届全国网络空间取证竞赛,国家级,优胜奖,2024-04-01 00:00:00,pjxyqwbj153,2020,网络与信息安全学院,网络空间安全,1,学生
第四届全国网络空间取证竞赛,国家级,优胜奖,2024-04-01 00:00:00,pjxyqwbj171,2020,网络与信息安全学院,网络空间安全,1,学生
第十五届全国大学生数学竞赛,省级,二等奖,2023-12-01 00:00:00,pjxyqwbj646,2020,计算机科学与技术学院,计算机科学与技术专业,1,学生
第十五届全国大学生数学竞赛,省级,二等奖,2023-12-01 00:00:00,pjxyqwbj274,2020,人工智能学院,智能科学与技术,1,学生
第十五届全国大学生数学竞赛,省级,二等奖,2023-12-01 00:00:00,pjxyqwbj084,2020,计算机科学与技术学院,计算机科学与技术,1,学生
2024年大学生计算机设计大赛西北地区赛,省级,贰等奖,2024-05-01 00:00:00,pjxyqxbl763,2020级,空间科学与技术学院,探测制导与控制技术,1（学生第一完成人）,学生
2024年大学生计算机设计大赛西北地区赛,省级,贰等奖,2024-05-01 00:00:00,pjxsqxbj969,2020级,通信工程学院,通信工程,4（学生第四完成人）,学生
2024年大学生计算机设计大赛西北地区赛,省级,贰等奖,2024-05-01 00:00:00,pjxsqxbj969,2020级,通信工程学院,通信工程,4（学生第四完成人）,学生
2024年大学生计算机设计大赛西北地区赛,省级,叁等奖,2024-05-01 00:00:00,pjxqqxbj964,2020级,人文学院,汉语言文学,3（学生第三完成人）,学生
2024年大学生计算机设计大赛西北地区赛,省级,叁等奖,2024-05-01 00:00:00,pjxqzxbj994,2020级,人文学院,录音艺术,2（学生第二完成人）,学生
2024年大学生计算机设计大赛西北地区赛,省级,叁等奖,2024-05-01 00:00:00,pjxqzxbj994,2020级,人文学院,录音艺术,2（学生第二完成人）,学生
2024年大学生计算机设计大赛西北地区赛,省级,贰等奖,2024-05-01 00:00:00,pjxsqxbj969,2020级,通信工程学院,通信工程,4（学生第四完成人）,学生
2024年大学生计算机设计大赛西北地区赛,省级,叁等奖,2024-05-01 00:00:00,pjxuqwbj496,2020级,机电工程学院,工业设计,3（学生第三完成人）,学生
2024年大学生计算机设计大赛西北地区赛,省级,壹等奖,2024-05-01 00:00:00,pjxxxxbj958,2020级,通信工程学院,通信工程,2（学生第二完成人）,学生
2024年大学生计算机设计大赛西北地区赛,国家级,三等奖,2024-08-01 00:00:00,pjxxxxbj958,2020级,通信工程学院,通信工程,2（学生第二完成人）,学生
2024年大学生计算机设计大赛西北地区赛,省级,叁等奖,2024-05-01 00:00:00,pjxqqxbj964,2020级,人文学院,汉语言文学,3（学生第三完成人）,学生
第16届全国大学生数学竞赛,省级,一等奖,2024-11-01 00:00:00,pjxyqxbj359,2021级,电子工程学院,电子信息工程,1,学生
2024年大学生计算机设计大赛西北地区赛,省级,壹等奖,2024-05-01 00:00:00,pjxxxxbj958,2020级,通信工程学院,通信工程,2（学生第二完成人）,学生
2024年大学生计算机设计大赛西北地区赛,省级,贰等奖,2024-05-01 00:00:00,pjxyqxbl763,2020级,空间科学与技术学院,探测制导与控制技术,1（学生第一完成人）,学生
2024年大学生计算机设计大赛西北地区赛,省级,叁等奖,2024-05-01 00:00:00,pjxqqxbj964,2020级,人文学院,汉语言文学,3（学生第三完成人）,学生
2024年大学生计算机设计大赛西北地区赛,省级,壹等奖,2024-05-01 00:00:00,pjxxxxbj958,2020级,通信工程学院,通信工程,2（学生第二完成人）,学生
2024年大学生计算机设计大赛西北地区赛,省级,叁等奖,2024-05-01 00:00:00,pjxuqwbj496,2020级,机电工程学院,工业设计,3（学生第三完成人）,学生
第16届全国大学生数学竞赛,省级,二等奖,2024-11-01 00:00:00,pjxyqxbk503,2021级,电子工程学院,电子信息工程,1,学生
2024年大学生计算机设计大赛西北地区赛,省级,贰等奖,2024-05-01 00:00:00,pjxyqxbl763,2020级,空间科学与技术学院,探测制导与控制技术,1（学生第一完成人）,学生
2024年大学生计算机设计大赛西北地区赛,省级,叁等奖,2024-05-01 00:00:00,pjxqzxbj994,2020级,人文学院,录音艺术,2（学生第二完成人）,学生
2024年大学生计算机设计大赛西北地区赛,省级,贰等奖,2024-05-01 00:00:00,pjxsqxbj969,2020级,通信工程学院,通信工程,4（学生第四完成人）,学生
2024年大学生计算机设计大赛西北地区赛,省级,叁等奖,2024-05-01 00:00:00,pjxuqwbj496,2020级,机电工程学院,工业设计,3（学生第三完成人）,学生
2024年大学生计算机设计大赛西北地区赛,省级,叁等奖,2024-05-01 00:00:00,pjxqqxbj964,2020级,人文学院,汉语言文学,3（学生第三完成人）,学生
2024年大学生计算机设计大赛西北地区赛,省级,壹等奖,2024-05-01 00:00:00,pjxxxxbj958,2020级,通信工程学院,通信工程,2（学生第二完成人）,学生
2024年大学生计算机设计大赛西北地区赛,国家级,三等奖,2024-08-01 00:00:00,pjxxxxbj958,2020级,通信工程学院,通信工程,2（学生第二完成人）,学生
2024年大学生计算机设计大赛西北地区赛,省级,叁等奖,2024-05-01 00:00:00,pjxuqwbj496,2020级,机电工程学院,工业设计,3（学生第三完成人）,学生
第16届全国大学生数学竞赛,省级,二等奖,2024-11-01 00:00:00,pjxyqxbk503,2021级,电子工程学院,电子信息工程,1,学生
