XH,XB(学生性别),NJ(年级),YX(院系),ZY(专业),BJ(班级),BH(班号),TCNF(体测年份),ZF(总分),BZ(备注),BMI(身高/体重),FHL(肺活量),WS(50米),LDTY(立定跳远),ZWTQQ(坐位体前屈),BB(800米),YQ(1000米),YWQZ(仰卧起坐),YTXS(引体向上)
pjxyqxbk767,男,2020级,光电工程学院,电子科学与技术,2005011,2005011,2023.0,56.8,正常,181/73,5375.0,8.2,215.0,12.0,,6.49,,0.0
pjxyqwbj838,男,2020级,计算机科学与技术学院,计算机科学与技术,2003011嵌,200301212,2020.0,84.3,正常,180/61,4260.0,6.6,248.0,9.2,,3.28,,10.0
pjxyqwbj838,男,2020级,计算机科学与技术学院,计算机科学与技术,2003011嵌,200301212,2021.0,86.1,正常,180.5/63,3620.0,6.6,242.0,6.2,,3.4,,20.0
pjxyqwbj838,男,2020级,计算机科学与技术学院,计算机科学与技术,2003011嵌,200301212,2022.0,81.8,正常,180.5/66,5370.0,6.9,232.0,3.4,,3.46,,15.0
pjxyqwbj838,男,2020级,计算机科学与技术学院,计算机科学与技术,2003011嵌,200301212,2023.0,65.4,正常,181/64,4470.0,7.1,220.0,0.3,,3.58,,0.0
pjxrqxbj909,男,2020级,数学与统计学院,数学与应用数学,2007011,2007011,2020.0,69.6,正常,179/80,5147.0,7.75,245.0,12.4,,4.15,,0.0
pjxrqxbj909,男,2020级,数学与统计学院,数学与应用数学,2007011,2007011,2021.0,75.4,正常,178.5/72.5,5200.0,7.09,236.0,16.0,,4.02,,0.0
pjxrqxbj909,男,2020级,数学与统计学院,数学与应用数学,2007011,2007011,2022.0,82.6,正常,180/66,4951.0,7.11,248.0,14.0,,3.51,,17.0
pjxrqxbj909,男,2020级,数学与统计学院,数学与应用数学,2007011,2007011,2023.0,88.2,正常,180/72.5,5208.0,7.2,246.0,10.3,,3.13,,16.0
pjxwzxkj992,女,2020级,电子工程学院,电子信息工程,2002019,2002019,2020.0,61.0,正常,153/57,2829.0,10.0,150.0,2.3,3.53,,22.0,
pjxwzxkj992,女,2020级,电子工程学院,电子信息工程,2002019,2002019,2021.0,71.9,正常,154/56,2984.0,10.33,151.0,12.9,3.47,,32.0,
pjxwzxkj992,女,2020级,电子工程学院,电子信息工程,2002019,2002019,2022.0,72.1,正常,156/60,3018.0,9.4,156.0,11.1,3.5,,36.0,
pjxwzxkj992,女,2020级,电子工程学院,电子信息工程,2002019,2002019,2023.0,75.2,正常,156/57.5,3509.0,10.0,170.0,13.1,4.3,,33.0,
pjxyqwbj104,男,2020级,人工智能学院,智能科学与技术,2020011,2020011,2020.0,62.7,正常,178/90,4800.0,8.12,213.0,12.6,,4.16,,0.0
pjxyqwbj104,男,2020级,人工智能学院,智能科学与技术,2020011,2020011,2021.0,64.0,正常,179/89,4349.0,8.1,222.0,11.4,,4.23,,0.0
pjxyqwbj104,男,2020级,人工智能学院,智能科学与技术,2020011,2020011,2022.0,54.4,正常,178/90,4200.0,8.4,211.0,10.8,,5.07,,1.0
pjxyqwbj104,男,2020级,人工智能学院,智能科学与技术,2020011,2020011,2023.0,51.55,正常,180/90,4746.0,9.42,210.0,10.7,,5.07,,0.0
pjxyqxbk007,男,2020级,通信工程学院,通信工程,2001014,2001014,2020.0,74.1,正常,180/67,4200.0,7.4,231.0,14.8,,3.55,,7.0
pjxyqxbk007,男,2020级,通信工程学院,通信工程,2001014,2001014,2021.0,84.6,正常,180/65,4400.0,6.8,250.0,14.0,,3.38,,13.0
pjxyqxbk007,男,2020级,通信工程学院,通信工程,2001014,2001014,2022.0,86.35,正常,180/65,4756.0,6.6,250.0,14.6,,3.42,,15.0
pjxyqxbk007,男,2020级,通信工程学院,通信工程,2001014,2001014,2023.0,79.15,正常,180/71,4709.0,6.7,223.0,17.2,,4.53,,20.0
pjxyqwbj841,男,2020级,网络与信息安全学院,网络空间安全,2018031,2018031,2020.0,60.9,正常,175/84.5,4029.0,7.5,220.0,12.0,,4.53,,5.0
pjxyqwbj841,男,2020级,网络与信息安全学院,网络空间安全,2018031,2018031,2021.0,62.7,正常,175/80,4233.0,7.4,220.0,13.3,,4.48,,3.0
pjxyqwbj841,男,2020级,网络与信息安全学院,网络空间安全,2018031,2018031,2022.0,64.6,正常,175/80,4480.0,7.4,210.0,14.7,,4.3,,0.0
pjxyqwbj841,男,2020级,网络与信息安全学院,网络空间安全,2018031,2018031,2023.0,57.45,正常,178/80,5101.0,7.7,205.0,17.2,,5.32,,0.0
pjxuqwbj905,男,2020级,机电工程学院,测控技术与仪器,2004051,2004051,2021.0,60.0,免测,178.5/67,3968.0,,,4.1,,,,
pjxuqwbj905,男,2020级,机电工程学院,测控技术与仪器,2004051,2004051,2022.0,60.0,免测,,,,,,,,,
pjxuqwbj905,男,2020级,机电工程学院,测控技术与仪器,2004051,2004051,2023.0,54.4,正常,179/74,4470.0,8.71,190.0,4.0,,4.56,,0.0
pjxqqxbj954,女,2020级,人文学院,哲学,2008021,2008021,2020.0,80.0,正常,174/72,3496.0,9.0,150.0,22.9,3.5,,31.0,
pjxqqxbj954,女,2020级,人文学院,哲学,2008021,2008021,2021.0,81.1,正常,173/69,3023.0,9.26,180.0,25.0,3.48,,39.0,
pjxqqxbj954,女,2020级,人文学院,哲学,2008021,2008021,2022.0,75.75,正常,173/68,3200.0,9.5,164.0,14.0,3.56,,30.0,
pjxqqxbj954,女,2020级,人文学院,哲学,2008021,2008021,2023.0,72.7,正常,175/70,3895.0,10.47,170.0,22.3,4.22,,30.0,
pjxyqwbk608,女,2020级,计算机科学与技术学院,数据科学与大数据技术,2003071,2003071,2020.0,78.9,正常,168/63,3339.0,8.0,162.0,5.5,3.59,,36.0,
pjxyqwbk608,女,2020级,计算机科学与技术学院,数据科学与大数据技术,2003071,2003071,2021.0,78.1,正常,168/62,3343.0,8.2,175.0,7.5,4.15,,33.0,
pjxyqwbk608,女,2020级,计算机科学与技术学院,数据科学与大数据技术,2003071,2003071,2022.0,86.3,正常,168/56.5,3395.0,7.9,182.0,13.2,3.25,,46.0,
pjxyqwbk608,女,2020级,计算机科学与技术学院,数据科学与大数据技术,2003071,2003071,2023.0,57.55,正常,169/58,3295.0,9.89,154.0,3.9,5.22,,41.0,
pjxyqwbj188,女,2021级,人工智能学院,智能科学与技术,2120012,2120012,2021.0,74.0,正常,157/57,3050.0,9.33,160.0,12.0,4.16,,34.0,
pjxyqwbj188,女,2021级,人工智能学院,智能科学与技术,2120012,2120012,2022.0,80.1,正常,159/58,3314.0,9.3,160.0,26.1,4.04,,33.0,
pjxyqwbj188,女,2021级,人工智能学院,智能科学与技术,2120012,2120012,2023.0,77.6,正常,158.5/61,2924.0,8.5,165.0,17.7,3.34,,44.0,
pjxyqwbj188,女,2021级,人工智能学院,智能科学与技术,2120012,2120012,2024.0,61.2,正常,161/62,3685.0,10.89,155.0,19.1,4.57,,39.0,
pjxyqwbj092,男,2020级,人工智能学院,智能科学与技术,2020012,2020012,2020.0,63.4,正常,180/63,3600.0,7.7,239.0,0.0,,4.05,,0.0
pjxyqxbj188,男,2020级,通信工程学院,通信工程,2001017,2001017,2020.0,74.3,正常,178/56,3778.0,6.9,243.0,22.6,,3.5,,6.0
pjxyqxbj188,男,2020级,通信工程学院,通信工程,2001017,2001017,2021.0,76.6,正常,179/61,4312.0,6.9,218.0,21.5,,4.13,,7.0
pjxyqxbj188,男,2020级,通信工程学院,通信工程,2001017,2001017,2022.0,71.9,正常,178/62,3480.0,7.1,230.0,20.1,,3.5,,6.0
pjxyqxbj188,男,2020级,通信工程学院,通信工程,2001017,2001017,2023.0,59.0,正常,179/62,4455.0,6.9,230.0,12.4,,,,6.0
pjxsqxbj925,男,2020级,经济与管理学院,工商管理（理工类）,2006021,2006021,2020.0,52.8,正常,179/105,5370.0,7.62,210.0,17.9,,6.36,,0.0
pjxsqxbj925,男,2020级,经济与管理学院,工商管理（理工类）,2006021,2006021,2021.0,62.0,正常,178.5/103,4469.0,8.65,214.0,25.5,,4.3,,1.0
pjxsqxbj925,男,2020级,经济与管理学院,工商管理（理工类）,2006021,2006021,2022.0,49.7,正常,180/104,4470.0,8.2,222.0,20.4,,6.16,,1.0
pjxsqxbj925,男,2020级,经济与管理学院,工商管理（理工类）,2006021,2006021,2023.0,49.75,正常,180/108.5,5119.0,8.9,213.0,20.4,,7.38,,0.0
pjxqqxbj973,女,2020级,人文学院,哲学,2008021,2008021,2020.0,64.8,正常,164.5/58.5,2270.0,9.64,155.0,20.4,4.21,,10.0,
pjxqqxbj973,女,2020级,人文学院,哲学,2008021,2008021,2021.0,61.3,正常,164.5/56,2956.0,9.9,163.0,20.3,5.13,,21.0,
pjxqqxbj973,女,2020级,人文学院,哲学,2008021,2008021,2022.0,80.15,正常,165/55,3430.0,8.9,178.0,15.6,4.3,,56.0,
pjxqqxbj973,女,2020级,人文学院,哲学,2008021,2008021,2023.0,45.7,正常,164/58,2437.0,19.3,168.0,7.8,6.0,,43.0,
pjxuqwbj651,男,2020级,机电工程学院,机器人工程,2004071,2004071,2020.0,73.1,正常,170/56.5,3000.0,7.31,245.0,12.1,,3.58,,10.0
pjxuqwbj651,男,2020级,机电工程学院,机器人工程,2004071,2004071,2021.0,67.4,正常,171/57,3100.0,7.4,240.0,12.3,,4.23,,5.0
pjxuqwbj651,男,2020级,机电工程学院,机器人工程,2004071,2004071,2022.0,66.8,正常,172.5/58,3305.0,7.46,243.0,6.4,,4.12,,6.0
pjxuqwbj651,男,2020级,机电工程学院,机器人工程,2004071,2004071,2023.0,57.4,正常,173.5/55.5,3969.0,7.0,240.0,5.6,,,,7.0
pjxuqwbj733,女,2020级,机电工程学院,测控技术与仪器,2004052,2004052,2020.0,87.5,正常,165.5/53,2814.0,8.0,205.0,17.4,3.23,,48.0,
pjxuqwbj733,女,2020级,机电工程学院,测控技术与仪器,2004052,2004052,2021.0,84.05,正常,165/53,3194.0,8.32,204.0,18.6,3.49,,44.0,
pjxuqwbj733,女,2020级,机电工程学院,测控技术与仪器,2004052,2004052,2022.0,85.15,正常,168/56,3234.0,8.2,210.0,15.6,3.4,,49.0,
pjxuqwbj733,女,2020级,机电工程学院,测控技术与仪器,2004052,2004052,2023.0,80.6,正常,165.5/53.5,3900.0,8.56,180.0,17.4,4.32,,47.0,
pjxyqxbj039,男,2020级,微电子学院,微电子科学与工程,2014011,2014011,2020.0,69.6,正常,179.5/79.5,5275.0,7.4,223.0,17.7,,4.21,,4.0
pjxyqxbj039,男,2020级,微电子学院,微电子科学与工程,2014011,2014011,2021.0,64.45,正常,181/77.5,4970.0,7.7,207.0,14.7,,5.0,,4.0
pjxyqxbj039,男,2020级,微电子学院,微电子科学与工程,2014011,2014011,2022.0,68.75,正常,180.5/77.2,4863.0,7.5,210.0,17.3,,4.21,,2.0
pjxyqxbj039,男,2020级,微电子学院,微电子科学与工程,2014011,2014011,2023.0,57.2,正常,181/85,5503.0,7.47,200.0,14.1,,5.34,,3.0
pjxsqxbj821,男,2020级,经济与管理学院,工业工程,2006031,2006031,2020.0,63.3,正常,167/79,4908.0,7.41,230.0,8.3,,4.28,,0.0
pjxsqxbj821,男,2020级,经济与管理学院,工业工程,2006031,2006031,2021.0,64.2,正常,170/78,4424.0,8.0,223.0,15.5,,4.28,,0.0
pjxsqxbj821,男,2020级,经济与管理学院,工业工程,2006031,2006031,2022.0,57.0,正常,168.5/85,4468.0,7.6,226.0,8.2,,5.0,,0.0
pjxsqxbj821,男,2020级,经济与管理学院,工业工程,2006031,2006031,2023.0,69.4,正常,170/83,5841.0,7.4,220.0,10.4,,3.4,,6.0
pjxyqxbj712,男,2020级,通信工程学院,信息工程,2001052,2001052,2020.0,66.7,正常,178/61,2972.0,7.2,220.0,9.9,,3.5,,3.0
pjxyqxbj712,男,2020级,通信工程学院,信息工程,2001052,2001052,2021.0,72.5,正常,179.5/64.5,3780.0,7.13,240.0,17.7,,3.53,,5.0
pjxyqxbj712,男,2020级,通信工程学院,信息工程,2001052,2001052,2022.0,74.0,正常,179/59,4424.0,7.1,240.0,22.0,,4.05,,6.0
pjxyqxbj712,男,2020级,通信工程学院,信息工程,2001052,2001052,2023.0,69.4,正常,180/62,3734.0,7.2,225.0,22.4,,4.54,,10.0
pjvyzxbj995,女,2020级,人工智能学院,智能科学与技术,2020012,2020012,2020.0,69.0,正常,170/58,2406.0,9.8,185.0,7.3,3.57,,18.0,
pjvyzxbj995,女,2020级,人工智能学院,智能科学与技术,2020012,2020012,2021.0,78.0,正常,169/58,2917.0,8.8,202.0,7.9,3.56,,26.0,
pjvyzxbj995,女,2020级,人工智能学院,智能科学与技术,2020012,2020012,2022.0,60.0,免测,,,,,,,,,
pjvyzxbj995,女,2020级,人工智能学院,智能科学与技术,2020012,2020012,2023.0,79.3,正常,169/57,3711.0,8.8,190.0,22.6,4.38,,38.0,
pjxsqxbj884,男,2020级,经济与管理学院,大数据管理与应用,2006121,2006121,2020.0,60.0,免测,,,7.31,,4.2,,,,3.0
pjxsqxbj884,男,2020级,经济与管理学院,大数据管理与应用,2006121,2006121,2021.0,63.7,正常,186/68,4025.0,7.74,233.0,18.2,,4.57,,4.0
pjxsqxbj884,男,2020级,经济与管理学院,大数据管理与应用,2006121,2006121,2022.0,63.3,正常,186.5/71,3842.0,7.21,219.0,6.4,,4.45,,4.0
pjxsqxbj884,男,2020级,经济与管理学院,大数据管理与应用,2006121,2006121,2023.0,58.6,正常,185.5/72,5200.0,8.01,210.0,22.9,,6.24,,3.0
pjxyqxbj024,男,2020级,物理学院,电子信息科学与技术,2005051,2005051,2020.0,73.95,正常,180/70,4567.0,7.41,235.0,10.0,,4.05,,7.0
pjxyqxbj024,男,2020级,物理学院,电子信息科学与技术,2005051,2005051,2021.0,78.5,正常,180/68.5,4266.0,7.0,245.0,14.1,,4.11,,10.0
pjxyqxbj024,男,2020级,物理学院,电子信息科学与技术,2005051,2005051,2022.0,65.9,正常,180/72,3852.0,7.79,237.0,10.0,,4.29,,5.0
pjxyqxbj024,男,2020级,物理学院,电子信息科学与技术,2005051,2005051,2023.0,57.3,正常,181/73,4935.0,10.0,220.0,7.0,,5.48,,20.0
pjxyqwbj092,男,2020级,人工智能学院,智能科学与技术,2020012,2020012,2021.0,73.6,正常,179.5/62.5,3802.0,7.61,232.0,19.7,,4.12,,8.0
pjxyqwbj092,男,2020级,人工智能学院,智能科学与技术,2020012,2020012,2022.0,80.1,正常,181.5/65.5,3751.0,8.3,240.0,26.3,,4.15,,21.0
pjxyqwbj092,男,2020级,人工智能学院,智能科学与技术,2020012,2020012,2023.0,83.1,正常,183/65.5,3420.0,8.8,215.0,31.3,,3.11,,18.0
pjxyqxbk923,女,2020级,光电工程学院,电子科学与技术,2005011,2005011,2020.0,75.0,正常,171/54.5,2885.0,8.8,170.0,7.5,4.05,,30.0,
pjxyqxbk923,女,2020级,光电工程学院,电子科学与技术,2005011,2005011,2021.0,75.2,正常,170/53.5,3064.0,8.94,160.0,9.7,4.02,,30.0,
pjxyqxbk923,女,2020级,光电工程学院,电子科学与技术,2005011,2005011,2022.0,74.9,正常,169.5/55,2773.0,8.5,175.0,7.8,4.09,,32.0,
pjxyqxbk923,女,2020级,光电工程学院,电子科学与技术,2005011,2005011,2023.0,64.3,正常,170/52.8,3380.0,9.02,180.0,15.2,5.27,,36.0,
pjxyqwbj844,男,2020级,网络与信息安全学院,信息安全,2018011,2018011,2020.0,77.2,正常,168/63,3469.0,7.1,225.0,13.2,,4.2,,18.0
pjxyqwbj844,男,2020级,网络与信息安全学院,信息安全,2018011,2018011,2021.0,79.4,正常,170.5/65,4312.0,7.3,251.0,18.0,,4.21,,15.0
pjxyqwbj844,男,2020级,网络与信息安全学院,信息安全,2018011,2018011,2022.0,82.7,正常,171/67,4514.0,7.5,242.0,20.3,,3.55,,20.0
pjxyqwbj844,男,2020级,网络与信息安全学院,信息安全,2018011,2018011,2023.0,60.0,免测,,,,,,,,,
pjxyqxbk304,男,2020级,电子工程学院,电子信息工程,2002014,2002014,2020.0,76.2,正常,174/48,4520.0,7.11,250.0,18.0,,3.44,,9.0
pjxyqxbk304,男,2020级,电子工程学院,电子信息工程,2002014,2002014,2021.0,78.05,正常,173/53,4650.0,7.23,250.0,21.0,,3.55,,11.0
pjxyqxbk304,男,2020级,电子工程学院,电子信息工程,2002014,2002014,2022.0,76.8,正常,175/55,4500.0,7.4,225.0,18.4,,3.38,,9.0
pjxyqxbk304,男,2020级,电子工程学院,电子信息工程,2002014,2002014,2023.0,74.1,正常,175/51,3568.0,7.44,240.0,5.1,,3.18,,10.0
pjxwxxbj924,女,2020级,电子工程学院,电子信息工程,2002911,2002911,2020.0,74.6,正常,177.5/65,3025.0,9.7,158.0,16.0,4.2,,45.0,
pjxwxxbj924,女,2020级,电子工程学院,电子信息工程,2002911,2002911,2021.0,67.2,正常,177.5/69.5,2468.0,9.92,160.0,14.2,4.53,,44.0,
pjxwxxbj924,女,2020级,电子工程学院,电子信息工程,2002911,2002911,2022.0,58.3,正常,177/66,2400.0,10.0,160.0,17.0,,,37.0,
pjxwxxbj924,女,2020级,电子工程学院,电子信息工程,2002911,2002911,2023.0,69.0,正常,176/62,3005.0,10.82,165.0,19.2,3.52,,50.0,
pjxsqxbj859,女,2020级,经济与管理学院,信息管理与信息系统,2006011,2006011,2020.0,79.4,正常,158.5/54,2420.0,8.8,183.0,14.3,3.5,,53.0,
pjxsqxbj859,女,2020级,经济与管理学院,信息管理与信息系统,2006011,2006011,2021.0,79.95,正常,158/51,3150.0,9.0,186.0,14.5,4.1,,53.0,
pjxsqxbj859,女,2020级,经济与管理学院,信息管理与信息系统,2006011,2006011,2022.0,79.5,正常,158/55,3180.0,9.11,190.0,11.8,3.46,,44.0,
pjxsqxbj859,女,2020级,经济与管理学院,信息管理与信息系统,2006011,2006011,2023.0,57.4,正常,159/56,3061.0,10.27,160.0,11.3,5.43,,42.0,
pjxxxxbj922,男,2020级,通信工程学院,通信工程,2001911,2001911,2020.0,59.9,正常,179.5/55.5,2983.0,7.9,215.0,11.2,,4.21,,1.0
pjxxxxbj922,男,2020级,通信工程学院,通信工程,2001911,2001911,2021.0,67.2,正常,180/62,3509.0,7.5,215.0,20.0,,4.27,,0.0
pjxyqxbl752,女,2020级,电子工程学院,电子信息工程,2002015,2002015,2020.0,53.1,正常,151/36,2314.0,11.2,140.0,10.2,4.16,,30.0,
pjxyqxbl752,女,2020级,电子工程学院,电子信息工程,2002015,2002015,2021.0,65.55,正常,153/45,3233.0,10.0,128.0,12.6,4.27,,24.0,
pjxyqxbl752,女,2020级,电子工程学院,电子信息工程,2002015,2002015,2022.0,72.8,正常,153/46,3622.0,9.1,148.0,11.6,4.34,,39.0,
pjxyqxbl752,女,2020级,电子工程学院,电子信息工程,2002015,2002015,2023.0,48.8,正常,153/46,1600.0,9.9,120.0,10.1,4.43,,38.0,
pjxyqxbj910,男,2020级,通信工程学院,通信工程,2001013,2001013,2020.0,65.0,正常,174/60,3345.0,7.3,235.0,16.0,,4.34,,4.0
pjxyqxbj910,男,2020级,通信工程学院,通信工程,2001013,2001013,2021.0,73.5,正常,175/58,4239.0,6.9,230.0,8.4,,3.51,,2.0
pjxyqxbj910,男,2020级,通信工程学院,通信工程,2001013,2001013,2022.0,61.4,正常,174.5/59.5,3216.0,7.6,216.0,7.3,,4.32,,2.0
pjxyqxbj910,男,2020级,通信工程学院,通信工程,2001013,2001013,2023.0,59.1,正常,175.5/61,4065.0,7.5,215.0,2.7,,4.55,,0.0
pjxyqxbk428,女,2020级,电子工程学院,遥感科学与技术,2002071,2002071,2020.0,83.2,正常,171/53,3000.0,8.7,185.0,19.0,3.35,,46.0,
pjxyqxbk428,女,2020级,电子工程学院,遥感科学与技术,2002071,2002071,2021.0,85.5,正常,171.5/57,3400.0,8.3,185.0,15.8,3.45,,50.0,
pjxyqxbk428,女,2020级,电子工程学院,遥感科学与技术,2002071,2002071,2022.0,82.15,正常,173/57,3266.0,8.98,185.0,14.4,3.34,,46.0,
pjxyqxbk428,女,2020级,电子工程学院,遥感科学与技术,2002071,2002071,2023.0,74.8,正常,171.5/58,3762.0,8.8,165.0,18.4,4.43,,41.0,
pjxyqwbk581,女,2020级,计算机科学与技术学院,软件工程,2003051云,200301222,2020.0,74.9,正常,160.3/48.9,2706.0,9.2,158.0,17.0,3.58,,26.0,
pjxyqwbk581,女,2020级,计算机科学与技术学院,软件工程,2003051云,200301222,2021.0,73.0,正常,161/48,3000.0,10.0,159.0,10.2,4.09,,32.0,
pjxyqwbk581,女,2020级,计算机科学与技术学院,软件工程,2003051云,200301222,2022.0,74.9,正常,160/48,3040.0,9.7,160.0,19.3,4.07,,39.0,
pjxyqwbk581,女,2020级,计算机科学与技术学院,软件工程,2003051云,200301222,2023.0,42.6,正常,161/47.1,3517.0,12.0,178.0,5.9,6.01,,0.0,
pjxyqxbj915,男,2020级,通信工程学院,通信工程,2001013,2001013,2020.0,70.5,正常,179/66.5,3300.0,6.98,255.0,6.5,,3.56,,3.0
pjxyqxbj915,男,2020级,通信工程学院,通信工程,2001013,2001013,2021.0,80.8,正常,179/68,3470.0,7.1,269.0,16.1,,3.36,,12.0
pjxyqxbj915,男,2020级,通信工程学院,通信工程,2001013,2001013,2022.0,86.4,正常,179.5/72,4039.0,6.58,250.0,16.5,,3.38,,18.0
pjxyqxbj915,男,2020级,通信工程学院,通信工程,2001013,2001013,2023.0,77.7,正常,180/68.5,5302.0,7.4,243.0,7.9,,4.31,,17.0
pjxyqxbk442,男,2020级,光电工程学院,电子科学与技术,2005019,2005019,2020.0,57.4,正常,178/86,4461.0,8.6,225.0,17.0,,5.16,,0.0
pjxyqxbk442,男,2020级,光电工程学院,电子科学与技术,2005019,2005019,2021.0,60.4,正常,179/78,5130.0,7.82,230.0,19.0,,5.5,,0.0
pjxyqxbk442,男,2020级,光电工程学院,电子科学与技术,2005019,2005019,2022.0,77.7,正常,178.5/71.5,5240.0,7.8,232.0,21.4,,3.52,,8.0
pjxyqxbk442,男,2020级,光电工程学院,电子科学与技术,2005019,2005019,2023.0,55.4,正常,179.5/90,4417.0,8.0,220.0,22.8,,6.08,,5.0
pjxyqxbj885,男,2020级,电子工程学院,电子信息工程,2002018,2002018,2020.0,60.0,免测,,,,,,,,,
pjxyqwbj590,男,2020级,计算机科学与技术学院,软件工程,2003052云,200301221,2020.0,58.1,正常,180/90,4275.0,8.07,216.0,2.5,,4.33,,0.0
pjxyqwbj590,男,2020级,计算机科学与技术学院,软件工程,2003052云,200301221,2021.0,62.5,正常,180/88,4800.0,7.78,223.0,4.0,,4.45,,0.0
pjxyqwbj590,男,2020级,计算机科学与技术学院,软件工程,2003052云,200301221,2022.0,59.15,正常,180/88,4677.0,7.56,225.0,4.0,,5.04,,
pjxyqwbj590,男,2020级,计算机科学与技术学院,软件工程,2003052云,200301221,2023.0,55.0,正常,182/80,5421.0,7.4,210.0,9.8,,,,2.0
pjxyqwbk536,男,2020级,计算机科学与技术学院,软件工程,2003051云,200301222,2020.0,54.5,正常,178/85,3764.0,8.5,210.0,10.0,,5.3,,0.0
pjxyqwbk536,男,2020级,计算机科学与技术学院,软件工程,2003051云,200301222,2021.0,60.0,免测,,,,,,,,,
pjxyqwbk536,男,2020级,计算机科学与技术学院,软件工程,2003051云,200301222,2022.0,60.0,免测,,,,,,,,,
pjxyqwbk536,男,2020级,计算机科学与技术学院,软件工程,2003051云,200301222,2023.0,60.0,免测,,,,,,,,,
pjxyqwbk923,男,2020级,计算机科学与技术学院,计算机科学与技术,2003014网,200301209,2020.0,63.45,正常,170/80,5028.0,7.53,190.0,9.6,,4.11,,0.0
pjxyqwbj034,女,2020级,计算机科学与技术学院,计算机科学与技术,2003014软,200301216,2020.0,81.05,正常,169.5/55.5,3355.0,9.3,153.0,23.0,3.52,,42.0,
pjxyqwbj034,女,2020级,计算机科学与技术学院,计算机科学与技术,2003014软,200301216,2021.0,75.85,正常,170/58,3182.0,9.2,140.0,24.0,3.59,,34.0,
pjxyqwbj034,女,2020级,计算机科学与技术学院,计算机科学与技术,2003014软,200301216,2022.0,74.75,正常,169.5/59,3341.0,10.1,160.0,17.0,3.59,,33.0,
pjxyqwbj034,女,2020级,计算机科学与技术学院,计算机科学与技术,2003014软,200301216,2023.0,75.8,正常,170/59,3864.0,10.15,152.0,23.6,4.27,,32.0,
pjxyqxbk685,女,2020级,电子工程学院,电子信息工程,2002013,2002013,2020.0,74.2,正常,158/59,3080.0,9.8,166.0,17.2,4.26,,40.0,
pjxyqxbl759,男,2020级,微电子学院,微电子科学与工程,2014013,2014013,2020.0,48.1,正常,189/92,5213.0,9.9,220.0,20.0,,5.57,,0.0
pjxyqxbl759,男,2020级,微电子学院,微电子科学与工程,2014013,2014013,2021.0,43.6,正常,189/92,3800.0,9.8,220.0,21.0,,5.55,,0.0
pjxyqxbl759,男,2020级,微电子学院,微电子科学与工程,2014013,2014013,2022.0,63.5,正常,189/92,5321.0,8.85,213.0,20.0,,4.5,,1.0
pjxyqxbl759,男,2020级,微电子学院,微电子科学与工程,2014013,2014013,2023.0,50.5,正常,189.0/85,5213.0,10.0,210.0,20.0,,5.37,,0.0
