XH(学生学号),XB(学生性别),NJ(年级),YX(院系),ZY(专业),BJ(班级),BH(班号),XQ(学期),ZKC(总课程),KC(课程),SKSJ(上课时间)
pjxyqxbj241,男,2020级,微电子学院,集成电路设计与集成系统,2014023,2014023,2020-2021学年第1学期,体育4,羽毛球俱乐部（中级班）,星期二56
pjxyqxbj241,男,2020级,微电子学院,集成电路设计与集成系统,2014023,2014023,2021-2022学年第2学期,体育4,羽毛球俱乐部（中级班）,星期三78
pjxyqxbk649,男,2020级,微电子学院,集成电路设计与集成系统,2014021,2014021,2020-2021学年第1学期,体育4,网球俱乐部（初级班）,星期二56
pjxyqxbk649,男,2020级,微电子学院,集成电路设计与集成系统,2014021,2014021,2021-2022学年第2学期,体育4,网球俱乐部（初级班）,星期二56
pjxyqwbj758,男,2020级,计算机科学与技术学院,计算机科学与技术,2003018,2003018,2020-2021学年第1学期,体育4,篮球俱乐部（中级班）,星期三56
pjxyqwbj758,男,2020级,计算机科学与技术学院,计算机科学与技术,2003018,2003018,2021-2022学年第2学期,体育4,篮球俱乐部（中级班）,星期一34
pjxyqxbl673,男,2020级,微电子学院,集成电路设计与集成系统,2014023,2014023,2020-2021学年第1学期,体育4,篮球俱乐部（初级班）,星期一56
pjxyqxbl673,男,2020级,微电子学院,集成电路设计与集成系统,2014023,2014023,2021-2022学年第2学期,体育4,武术俱乐部（简化太极拳）,星期三78
pjxuqwbj974,男,2020级,机电工程学院,测控技术与仪器,2004051,2004051,2020-2021学年第1学期,体育4,跆拳道俱乐部（初级班）,星期四34
pjxuqwbj974,男,2020级,机电工程学院,测控技术与仪器,2004051,2004051,2021-2022学年第2学期,体育4,羽毛球俱乐部（中级班）,星期五34
pjxyqwbj834,女,2020级,网络与信息安全学院,信息安全,2018011,2018011,2020-2021学年第1学期,体育4,羽毛球俱乐部（中级班）,星期三56
pjxyqwbj834,女,2020级,网络与信息安全学院,信息安全,2018011,2018011,2021-2022学年第2学期,体育4,瑜伽俱乐部,星期一34
pjxuqwbj491,女,2020级,机电工程学院,机械设计制造及其自动化,2004012,2004012,2020-2021学年第1学期,体育4,羽毛球俱乐部（初级班）,星期三78
pjxuqwbj491,女,2020级,机电工程学院,机械设计制造及其自动化,2004012,2004012,2021-2022学年第2学期,体育4,武术俱乐部（简化太极拳）,星期一34
pjwuzxbj995,男,2020级,微电子学院,微电子科学与工程,2014011,2014011,2020-2021学年第1学期,体育4,篮球俱乐部（高级班）,星期三78
pjwuzxbj995,男,2020级,微电子学院,微电子科学与工程,2014011,2014011,2021-2022学年第2学期,体育4,羽毛球俱乐部（初级班）,星期三78
pjxyqxbk474,男,2020级,通信工程学院,通信工程,2001016,2001016,2020-2021学年第1学期,体育4,羽毛球俱乐部（初级班）,星期四78
pjxyqxbk474,男,2020级,通信工程学院,通信工程,2001016,2001016,2021-2022学年第2学期,体育4,乒乓球俱乐部（初级班）,星期四34
pjxyqwbj139,男,2020级,计算机科学与技术学院,软件工程,2003051W,200301210,2020-2021学年第1学期,体育4,乒乓球俱乐部（高级班）,星期一56
pjxyqwbj139,男,2020级,计算机科学与技术学院,软件工程,2003051W,200301210,2021-2022学年第2学期,体育4,排球俱乐部（初级班）,星期二34
pjxyqxbj084,男,2020级,空间科学与技术学院,探测制导与控制技术,2016011,2016011,2020-2021学年第1学期,体育4,篮球俱乐部（初级班）,星期四34
pjxyqxbj084,男,2020级,空间科学与技术学院,探测制导与控制技术,2016011,2016011,2021-2022学年第2学期,体育4,篮球俱乐部（高级班）,星期三56
pjxyqwbj991,男,2020级,人工智能学院,人工智能,2020031,2020031,2020-2021学年第1学期,体育4,乒乓球俱乐部（初级班）,星期三78
pjxyqwbj991,男,2020级,人工智能学院,人工智能,2020031,2020031,2021-2022学年第2学期,体育4,羽毛球俱乐部（初级班）,星期三34
pjxyqwbj944,男,2020级,计算机科学与技术学院,计算机科学与技术,2003019,2003019,2020-2021学年第1学期,体育4,健身健美俱乐部（中级班）,星期三56
pjxyqwbj944,男,2020级,计算机科学与技术学院,计算机科学与技术,2003019,2003019,2021-2022学年第2学期,体育4,武术俱乐部（简化太极拳）,星期二34
pjxyqxbk965,男,2020级,微电子学院,微电子科学与工程,2014012,2014012,2020-2021学年第1学期,体育4,篮球俱乐部（初级班）,星期二56
pjxyqxbk965,男,2020级,微电子学院,微电子科学与工程,2014012,2014012,2021-2022学年第2学期,体育4,网球俱乐部（中级班）,星期二56
pjxuqwbj610,女,2020级,机电工程学院,测控技术与仪器,2004052,2004052,2020-2021学年第1学期,体育4,羽毛球俱乐部（中级班）,星期三78
pjxuqwbj610,女,2020级,机电工程学院,测控技术与仪器,2004052,2004052,2021-2022学年第2学期,体育4,羽毛球俱乐部（中级班）,星期五34
pjxsqxbj880,女,2020级,经济与管理学院,工商管理（理工类）,2006021,2006021,2020-2021学年第1学期,体育4,网球俱乐部（中级班）,星期一34
pjxsqxbj880,女,2020级,经济与管理学院,工商管理（理工类）,2006021,2006021,2021-2022学年第2学期,体育4,瑜伽俱乐部,星期二56
pjxyqxbl780,女,2020级,通信工程学院,通信工程,2001016,2001016,2021-2022学年第2学期,体育4,免修班,周六34节
pjxyqxbj103,男,2020级,通信工程学院,通信工程,2001014,2001014,2020-2021学年第1学期,体育4,篮球俱乐部（初级班）,星期二56
pjxyqxbj103,男,2020级,通信工程学院,通信工程,2001014,2001014,2021-2022学年第2学期,体育4,武术俱乐部（简化太极拳）,星期四34
pjxyqxbj670,男,2020级,电子工程学院,电子信息工程,2002011,2002011,2020-2021学年第1学期,体育4,篮球俱乐部（中级班）,星期一56
pjxyqxbj670,男,2020级,电子工程学院,电子信息工程,2002011,2002011,2021-2022学年第2学期,体育4,武术俱乐部（中级散打）,星期一56
pjxqqxbj989,男,2020级,人文学院,汉语言文学,2008031,2008031,2020-2021学年第1学期,体育4,乒乓球俱乐部（初级班）,星期四34
pjxqqxbj989,男,2020级,人文学院,汉语言文学,2008031,2008031,2021-2022学年第2学期,体育4,乒乓球俱乐部（初级班）,星期五34
pjwrqxbj905,男,2021级,先进材料与纳米科技学院,应用化学,2117021,2117021,2020-2021学年第1学期,体育4,乒乓球俱乐部（高级班）,星期三78
pjwrqxbj905,男,2021级,先进材料与纳米科技学院,应用化学,2117021,2117021,2021-2022学年第2学期,体育4,篮球俱乐部（初级班）,星期三56
pjwtqxbj939,男,2020级,生命科学技术学院,生物技术,2015021,2015021,2020-2021学年第1学期,体育4,篮球俱乐部（中级班）,星期四78
pjwtqxbj939,男,2020级,生命科学技术学院,生物技术,2015021,2015021,2021-2022学年第2学期,体育4,篮球俱乐部（中级班）,星期二56
pjxyqwbj867,男,2020级,计算机科学与技术学院,计算机科学与技术,2003011软,200301226,2020-2021学年第1学期,体育4,篮球俱乐部（初级班）,星期三56
pjxyqwbj867,男,2020级,计算机科学与技术学院,计算机科学与技术,2003011软,200301226,2021-2022学年第2学期,体育4,篮球俱乐部（中级班）,星期二34
pjxyqwbj047,男,2020级,网络与信息安全学院,网络工程,2018021,2018021,2020-2021学年第1学期,体育4,篮球俱乐部（初级班）,星期四78
pjxyqwbj047,男,2020级,网络与信息安全学院,网络工程,2018021,2018021,2021-2022学年第2学期,体育4,羽毛球俱乐部（初级班）,星期一34
pjxyqwbj043,男,2020级,计算机科学与技术学院,计算机科学与技术,2003012网,200301223,2020-2021学年第1学期,体育4,羽毛球俱乐部（中级班）,星期一56
pjxyqwbj043,男,2020级,计算机科学与技术学院,计算机科学与技术,2003012网,200301223,2021-2022学年第2学期,体育4,基本体能俱乐部（混合班）,星期二34
pjxyqwbj232,男,2020级,计算机科学与技术学院,计算机科学与技术,2003011网,200301206,2020-2021学年第1学期,体育4,健身健美俱乐部（初级班）,星期四78
pjxyqwbj232,男,2020级,计算机科学与技术学院,计算机科学与技术,2003011网,200301206,2021-2022学年第2学期,体育4,基本体能俱乐部（混合班）,星期二56
pjxyqxbj565,男,2020级,通信工程学院,通信工程,2001017,2001017,2020-2021学年第1学期,体育4,羽毛球俱乐部（初级班）,星期一56
pjxyqxbj565,男,2020级,通信工程学院,通信工程,2001017,2001017,2021-2022学年第2学期,体育4,武术俱乐部（中级散打）,星期四34
pjxyqxbk148,男,2020级,微电子学院,集成电路设计与集成系统,2014021,2014021,2020-2021学年第1学期,体育4,羽毛球俱乐部（中级班）,星期四78
pjxyqxbk148,男,2020级,微电子学院,集成电路设计与集成系统,2014021,2014021,2021-2022学年第2学期,体育4,乒乓球俱乐部（中级班）,星期二56
pjxyqxbj173,男,2020级,微电子学院,微电子科学与工程,2014019,2014019,2020-2021学年第1学期,体育4,篮球俱乐部（中级班）,星期四34
pjxyqxbj173,男,2020级,微电子学院,微电子科学与工程,2014019,2014019,2021-2022学年第2学期,体育4,篮球俱乐部（初级班）,星期四34
pjxyqwbk884,女,2020级,计算机科学与技术学院,软件工程,2003051网,200301217,2020-2021学年第1学期,体育4,跆拳道俱乐部（初级班）,星期三56
pjxyqwbk884,女,2020级,计算机科学与技术学院,软件工程,2003051网,200301217,2021-2022学年第2学期,体育4,羽毛球俱乐部（中级班）,星期二78
pjxyqxbk935,男,2020级,网络与信息安全学院,网络空间安全,2018039,2018039,2020-2021学年第1学期,体育4,篮球俱乐部（初级班）,星期二56
pjxyqxbk935,男,2020级,网络与信息安全学院,网络空间安全,2018039,2018039,2021-2022学年第2学期,体育4,乒乓球俱乐部（中级班）,星期一34
pjxyqwbj710,男,2020级,人工智能学院,人工智能,2020032,2020032,2020-2021学年第1学期,体育4,篮球俱乐部（中级班）,星期三56
pjxyqwbj710,男,2020级,人工智能学院,人工智能,2020032,2020032,2021-2022学年第2学期,体育4,跆拳道俱乐部（初级班）,星期三34
pjxyqwbj192,男,2020级,计算机科学与技术学院,计算机科学与技术,2003012数,200301218,2020-2021学年第1学期,体育4,乒乓球俱乐部（高级班）,星期一56
pjxyqwbj192,男,2020级,计算机科学与技术学院,计算机科学与技术,2003012数,200301218,2021-2022学年第2学期,体育4,篮球俱乐部（中级班）,星期二34
pjxyqxbj694,男,2020级,电子工程学院,电子信息工程,2002011,2002011,2020-2021学年第1学期,体育4,羽毛球俱乐部（初级班）,星期一56
pjxyqwbk824,男,2020级,网络与信息安全学院,网络空间安全,2018031,2018031,2020-2021学年第1学期,体育4,羽毛球俱乐部（初级班）,星期三56
pjxyqwbk824,男,2020级,网络与信息安全学院,网络空间安全,2018031,2018031,2021-2022学年第2学期,体育4,乒乓球俱乐部（初级班）,星期一34
pjxyqxbk369,女,2020级,电子工程学院,电磁场与无线技术,2002061,2002061,2020-2021学年第1学期,体育4,羽毛球俱乐部（中级班）,星期一78
pjxyqxbk369,女,2020级,电子工程学院,电磁场与无线技术,2002061,2002061,2021-2022学年第2学期,体育4,羽毛球俱乐部（中级班）,星期二34
pjxyqwbj500,女,2020级,人工智能学院,人工智能,2020032,2020032,2020-2021学年第1学期,体育4,散打俱乐部（初级班）,星期四78
pjxyqwbj500,女,2020级,人工智能学院,人工智能,2020032,2020032,2021-2022学年第2学期,体育4,健美操俱乐部,星期三34
pjxyqxbk121,女,2020级,通信工程学院,通信工程,2001012,2001012,2020-2021学年第1学期,体育4,排球俱乐部（初级班）,星期四56
pjxyqxbk121,女,2020级,通信工程学院,通信工程,2001012,2001012,2021-2022学年第2学期,体育4,健美操俱乐部,星期四34
pjxyqxbj317,男,2020级,电子工程学院,电子信息工程,2002012,2002012,2020-2021学年第1学期,体育4,篮球俱乐部（初级班）,星期三56
pjxyqxbj317,男,2020级,电子工程学院,电子信息工程,2002012,2002012,2021-2022学年第2学期,体育4,羽毛球俱乐部（中级班）,星期一56
pjxyqxbk389,男,2020级,光电工程学院,电子科学与技术,2005012,2005012,2020-2021学年第1学期,体育4,乒乓球俱乐部（中级班）,星期四78
pjxyqxbk389,男,2020级,光电工程学院,电子科学与技术,2005012,2005012,2021-2022学年第2学期,体育4,武术俱乐部（太极拳道）,星期一78
pjxyqxbk477,男,2021级,电子工程学院,电子信息工程,2102014,2102014,2020-2021学年第1学期,体育4,网球俱乐部（高级班）,星期三78
pjxyqwbj949,男,2020级,计算机科学与技术学院,计算机科学与技术,2003011数,200301202,2020-2021学年第1学期,体育4,网球俱乐部（高级班）,星期三78
pjxyqxbj094,男,2020级,电子工程学院,电磁场与无线技术,2002061,2002061,2020-2021学年第1学期,体育4,足球俱乐部（初级班）,星期二56
pjxyqxbj094,男,2020级,电子工程学院,电磁场与无线技术,2002061,2002061,2021-2022学年第2学期,体育4,足球俱乐部（中级班）,星期二34
pjxyqxbj769,女,2020级,空间科学与技术学院,探测制导与控制技术,2016011,2016011,2020-2021学年第1学期,体育4,网球俱乐部（中级班）,星期一56
pjxyqxbj769,女,2020级,空间科学与技术学院,探测制导与控制技术,2016011,2016011,2021-2022学年第2学期,体育4,篮球俱乐部（高级班）,星期三56
pjxqqxbj949,女,2020级,人文学院,汉语言文学,2008031,2008031,2020-2021学年第1学期,体育4,健美操俱乐部,星期四34
pjxqqxbj949,女,2020级,人文学院,汉语言文学,2008031,2008031,2021-2022学年第2学期,体育4,健身健美俱乐部（初级班）,星期五34
pjxyqxbk902,男,2020级,微电子学院,集成电路设计与集成系统,2014023,2014023,2020-2021学年第1学期,体育4,乒乓球俱乐部（初级班）,星期二56
pjxyqxbk902,男,2020级,微电子学院,集成电路设计与集成系统,2014023,2014023,2021-2022学年第2学期,体育4,羽毛球俱乐部（初级班）,星期三78
pjxyqxbj147,女,2020级,微电子学院,集成电路设计与集成系统,2014023,2014023,2020-2021学年第1学期,体育4,羽毛球俱乐部（初级班）,星期二56
pjxyqxbj147,女,2020级,微电子学院,集成电路设计与集成系统,2014023,2014023,2021-2022学年第2学期,体育4,网球俱乐部（中级班）,星期三78
pjxuqwbj773,男,2020级,机电工程学院,机械设计制造及其自动化,2004011,2004011,2020-2021学年第1学期,体育4,足球俱乐部（高级班）,星期二78
pjxuqwbj773,男,2020级,机电工程学院,机械设计制造及其自动化,2004011,2004011,2021-2022学年第2学期,体育4,足球俱乐部（中级班）,星期一34
pjxyqxbj278,男,2020级,微电子学院,微电子科学与工程,2014011,2014011,2020-2021学年第1学期,体育4,篮球俱乐部（中级班）,星期四34
pjxyqxbj278,男,2020级,微电子学院,微电子科学与工程,2014011,2014011,2021-2022学年第2学期,体育4,篮球俱乐部（中级班）,星期三78
pjxpqxbj920,女,2020级,外国语学院,翻译,2009031,2009031,2020-2021学年第1学期,体育4,武术俱乐部（初级班）,星期四34
