XN(学年),XQ(学期),ZC(周次),SKXQ(上课学期),RQ(日期),KSJC(开始节次),KSJCSJ(开始节次时间),JSJC(结束节次),JSJCSJ(结束节次时间),XH(学号),XY(学院),ZY(专业),NJ(年级),JASDM(教室),KCM(课程名),KCH(课程号),KXH(课序号),JSMC(教室名称),SZJZ(所在建筑),SZLC(所在楼层),FJBH(房间编号),PLACE_CODE(房间编码),SZXQ(所在校区),FJEJFL(房间二级分类),JZBM(建筑编码),ZTDM(状态代码),ZT(状态),DKSJ(打卡时间),KCXZ(课程学制),KCLB(课程类别)
2024-2025,1,18,2,2024-12-31,9,,10,,pjxyqwbj579,计算机科学与技术学院,软件工程,2020,A-325,中国古代名画欣赏,HA006152,,,A楼,3,A-325,23100503101029,南校区,多媒体教室,231005,4,缺勤,,,
2024-2025,1,18,2,2024-12-31,9,,10,,pjwrqxbj919,先进材料与纳米科技学院,应用化学,2020,A-223,陕西地方史,HA006057,,,A楼,2,A-223,23100502101025,南校区,多媒体教室,231005,4,缺勤,,公共任选,通识教育选修课
2024-2025,1,17,6,2024-12-28,3,,4,,pjxyqxbj683,物理学院,电子信息科学与技术,2020,XI-413,数字信号处理,PY055069,,,X楼I区,4,I-413,23100104101016,南校区,多媒体教室,231001,3,请假,2024-12-28 11:50:00,,
2024-2025,1,17,5,2024-12-27,5,,6,,pjxyqxbk723,空间科学与技术学院,空间科学与技术,2020,XI-221,工程概论(IV),TS001004-16,,,X楼I区,2,I-221,23100102101021,南校区,多媒体教室,231001,2,正常,2024-12-27 13:50:00,,
2024-2025,1,17,5,2024-12-27,5,,6,,pjxyqxbk615,空间科学与技术学院,空间科学与技术,2020,XI-221,工程概论(IV),TS001004-16,,,X楼I区,2,I-221,23100102101021,南校区,多媒体教室,231001,4,缺勤,,,
2024-2025,1,18,3,2025-01-01,9,,10,,pjxyqxbj709,物理学院,电子信息科学与技术,2020,A-205,中国古代名画欣赏,HA006152,,,A楼,2,A-205,23100502101005,南校区,多媒体教室,231005,4,缺勤,,,
2024-2025,1,18,3,2025-01-01,9,,10,,pjxyqxbj683,物理学院,电子信息科学与技术,2020,A-205,中国古代名画欣赏,HA006152,,,A楼,2,A-205,23100502101005,南校区,多媒体教室,231005,2,正常,2025-01-01 20:29:00,,
2024-2025,1,18,3,2025-01-01,9,,10,,pjxyqwbj288,人工智能学院,智能科学与技术,2020,A-205,中国古代名画欣赏,HA006152,,,A楼,2,A-205,23100502101005,南校区,多媒体教室,231005,2,正常,2025-01-01 20:29:00,,
2024-2025,1,18,3,2025-01-01,9,,10,,pjxwxxbj941,电子工程学院,电子信息工程,2020,A-205,中国古代名画欣赏,HA006152,,,A楼,2,A-205,23100502101005,南校区,多媒体教室,231005,2,正常,2025-01-01 20:29:00,,
2024-2025,1,18,3,2025-01-01,9,,10,,pjxuqwbj831,微电子学院,集成电路设计与集成系统,2020,A-205,中国古代名画欣赏,HA006152,,,A楼,2,A-205,23100502101005,南校区,多媒体教室,231005,2,正常,2025-01-01 20:29:00,,
2024-2025,1,17,5,2024-12-27,7,,8,,pjxyqxbk204,微电子学院,集成电路设计与集成系统,2020,B-311,形势与政策(Ⅶ),MC006005-7,,,B楼,3,B-311,23100403101011,南校区,基础智慧教室,231004,2,正常,2024-12-27 15:51:00,,
2024-2025,1,17,5,2024-12-27,5,,6,,pjxuqwbj935,机电工程学院,机械设计制造及其自动化,2020,B-207,改革开放史,24MC0017,,,B楼,2,B-207,23100402101003,南校区,基础智慧教室,231004,2,正常,2024-12-27 15:07:00,,
2024-2025,2,1,1,2025-02-17,3,,4,,pjxyqwbj397,网络与信息安全学院,网络空间安全,2020,C-228,国密算法与技术,CE204161,,,C楼,2,C-228,23100202101028,南校区,基础智慧教室,231002,2,正常,2025-02-17 10:21:00,学院任选,专业选修课
2024-2025,2,1,1,2025-02-17,1,,2,,pjxyqwbj397,网络与信息安全学院,网络空间安全,2020,C-328,密码分析理论与技术,CE204152,,,C楼,3,C-328,23100203101028,南校区,基础智慧教室,231002,2,正常,2025-02-17 08:28:00,学院任选,专业选修课
2024-2025,2,1,2,2025-02-18,1,,2,,pjxyqwbj397,网络与信息安全学院,网络空间安全,2020,C-326,密钥管理及PKI技术,CE204162,,,C楼,3,C-326,23100203101026,南校区,多媒体教室,231002,2,正常,2025-02-18 09:18:00,学院任选,专业选修课
2024-2025,2,1,5,2025-02-21,3,,4,,pjxyqwbj397,网络与信息安全学院,网络空间安全,2020,A-314,组合数学,CE204155,,,A楼,3,A-314,23100503101016,南校区,多媒体教室,231005,2,正常,2025-02-21 10:16:00,学院任选,专业选修课
2024-2025,2,1,4,2025-02-20,3,,4,,pjxyqxbl763,空间科学与技术学院,探测制导与控制技术,2020,C-325,机器人导航,SS202080,,,C楼,3,C-325,23100203101025,南校区,多媒体教室,231002,2,正常,2025-02-20 10:25:00,学院任选,专业选修课
2024-2025,2,1,4,2025-02-20,1,,2,,pjxyqwbj397,网络与信息安全学院,网络空间安全,2020,EI-213,英文电影中的文化探析,FL006084,,,E楼一区,2,EI-213,23100302101012,南校区,分组研讨教室,231003,2,正常,2025-02-20 08:27:00,学校限选,通识教育基础课
2024-2025,2,1,5,2025-02-21,7,,8,,pjxyqwbj397,网络与信息安全学院,网络空间安全,2020,XI-119,安全多方计算,CE204153,,,X楼I区,1,I-119,23100101101032,南校区,分组研讨教室,231001,2,正常,2025-02-21 16:38:00,学院任选,专业选修课
2024-2025,2,2,1,2025-02-24,9,,10,,pjxyqxbl763,空间科学与技术学院,探测制导与控制技术,2020,A-320,深度学习,AI006007,,,A楼,3,A-320,23100503101023,南校区,多媒体教室,231005,4,缺勤,,公共任选,通识教育选修课
2024-2025,2,2,1,2025-02-24,9,,10,,pjxyqxbk501,空间科学与技术学院,探测制导与控制技术,2020,A-305,肥胖、减重与健康,LS006038,,,A楼,3,A-305,23100503101006,南校区,多媒体教室,231005,4,缺勤,,公共任选,通识教育选修课
2024-2025,2,2,1,2025-02-24,9,,10,,pjxuqwbj861,机电工程学院,机械设计制造及其自动化,2020,A-305,肥胖、减重与健康,LS006038,,,A楼,3,A-305,23100503101006,南校区,多媒体教室,231005,4,缺勤,,公共任选,通识教育选修课
2024-2025,2,2,1,2025-02-24,3,,4,,pjxyqwbj397,网络与信息安全学院,网络空间安全,2020,C-228,国密算法与技术,CE204161,,,C楼,2,C-228,23100202101028,南校区,基础智慧教室,231002,2,正常,2025-02-24 10:20:00,学院任选,专业选修课
2024-2025,2,2,1,2025-02-24,1,,2,,pjwtqxbj971,生命科学技术学院,生物医学工程,2020,EI-215,英文电影中的文化探析,FL006084,,,E楼一区,2,EI-215,23100302101014,南校区,语音室,231003,2,正常,2025-02-24 08:27:00,学校限选,通识教育基础课
2024-2025,2,2,1,2025-02-24,1,,2,,pjxrqxbj905,数学与统计学院,信息与计算科学,2020,EI-415,高级听力,FL006008,,,E楼一区,4,EI-415,23100304101013,南校区,语音室,231003,4,缺勤,,学校限选,通识教育基础课
2024-2025,2,2,2,2025-02-25,9,,10,,pjxyqxbk723,空间科学与技术学院,空间科学与技术,2020,A-221,敦煌艺术之美,HA006150,,,A楼,2,A-221,23100502101023,南校区,多媒体教室,231005,2,正常,2025-02-25 18:52:00,公共任选,通识教育选修课
2024-2025,2,2,2,2025-02-25,9,,10,,pjxyqxbk080,光电工程学院,光电信息科学与工程,2020,A-313,运动损伤与急救,HE006006,,,A楼,3,A-313,23100503101015,南校区,多媒体教室,231005,2,正常,2025-02-25 18:54:00,公共任选,通识教育选修课
2024-2025,2,2,2,2025-02-25,9,,10,,pjxyqxbj718,空间科学与技术学院,飞行器设计与工程,2020,A-222,中国古代神话艺术,HA006149,,,A楼,2,A-222,23100502101024,南校区,多媒体教室,231005,4,缺勤,,公共任选,通识教育选修课
2024-2025,2,2,2,2025-02-25,9,,10,,pjxyqxbl688,物理学院,电子信息科学与技术,2020,A-222,中国古代神话艺术,HA006149,,,A楼,2,A-222,23100502101024,南校区,多媒体教室,231005,2,正常,2025-02-25 18:56:00,公共任选,通识教育选修课
2024-2025,2,2,2,2025-02-25,5,,6,,pjxyqxbj566,空间科学与技术学院,探测制导与控制技术,2020,A-603,0基础学唱歌,HA006095,,,A楼,6,A-603,23100506101003,南校区,多媒体教室,231005,2,正常,2025-02-25 14:39:00,公共任选,通识教育选修课
2024-2025,2,2,2,2025-02-25,1,,2,,pjxyqxbl763,空间科学与技术学院,探测制导与控制技术,2020,C-233,机器人导航,SS202080,,,C楼,2,C-233,23100202101033,南校区,基础智慧教室,231002,4,缺勤,,学院任选,专业选修课
2024-2025,2,2,2,2025-02-25,1,,2,,pjxyqwbj397,网络与信息安全学院,网络空间安全,2020,C-326,密钥管理及PKI技术,CE204162,,,C楼,3,C-326,23100203101026,南校区,多媒体教室,231002,4,缺勤,,学院任选,专业选修课
2024-2025,2,2,3,2025-02-26,5,,6,,pjxyqxbj718,空间科学与技术学院,飞行器设计与工程,2020,B-426,新生研讨与学科导论(Ⅱ),24TS0006-05,,,B楼,4,B-426,23100404101027,南校区,多媒体教室,231004,2,正常,2025-02-26 14:21:00,必修,大类通识课
2024-2025,2,2,4,2025-02-27,1,,2,,pjxyqwbj397,网络与信息安全学院,网络空间安全,2020,EI-213,英文电影中的文化探析,FL006084,,,E楼一区,2,EI-213,23100302101012,南校区,分组研讨教室,231003,2,正常,2025-02-27 08:26:00,学校限选,通识教育基础课
2024-2025,2,2,4,2025-02-27,3,,4,,pjwrqxbj952,先进材料与纳米科技学院,应用化学,2020,EI-213,英文电影中的文化探析,FL006084,,,E楼一区,2,EI-213,23100302101012,南校区,分组研讨教室,231003,2,正常,2025-02-27 10:13:00,学校限选,通识教育基础课
2024-2025,2,2,4,2025-02-27,3,,4,,pjxyqxbl763,空间科学与技术学院,探测制导与控制技术,2020,C-325,机器人导航,SS202080,,,C楼,3,C-325,23100203101025,南校区,多媒体教室,231002,4,缺勤,,学院任选,专业选修课
2024-2025,2,2,4,2025-02-27,9,,10,,pjxyqxbk501,空间科学与技术学院,探测制导与控制技术,2020,A-225,影视美学与历史真实,HA006153,,,A楼,2,A-225,23100502101028,南校区,多媒体教室,231005,2,正常,2025-02-27 20:23:00,公共任选,通识教育选修课
2024-2025,2,2,4,2025-02-27,9,,10,,pjxyqxbl723,通信工程学院,通信工程,2020,A-225,影视美学与历史真实,HA006153,,,A楼,2,A-225,23100502101028,南校区,多媒体教室,231005,3,请假,2025-02-27 20:23:00,公共任选,通识教育选修课
2024-2025,2,2,4,2025-02-27,7,,8,,pjxrqxbj963,数学与统计学院,数学与应用数学,2020,A-313,影视美学与历史真实,HA006153,,,A楼,3,A-313,23100503101015,南校区,多媒体教室,231005,2,正常,2025-02-27 17:05:00,公共任选,通识教育选修课
2024-2025,2,2,4,2025-02-27,7,,8,,pjxyqxbj718,空间科学与技术学院,飞行器设计与工程,2020,A-313,影视美学与历史真实,HA006153,,,A楼,3,A-313,23100503101015,南校区,多媒体教室,231005,4,缺勤,,公共任选,通识教育选修课
2024-2025,2,2,4,2025-02-27,7,,8,,pjxyqxbk723,空间科学与技术学院,空间科学与技术,2020,A-313,影视美学与历史真实,HA006153,,,A楼,3,A-313,23100503101015,南校区,多媒体教室,231005,4,缺勤,,公共任选,通识教育选修课
2024-2025,2,2,4,2025-02-27,5,,6,,pjxyqxbj709,物理学院,电子信息科学与技术,2020,A-511,曹禺戏剧经典,HA006157,,,A楼,5,A-511,23100505101012,南校区,多媒体教室,231005,4,缺勤,,公共任选,通识教育选修课
2024-2025,2,2,4,2025-02-27,5,,6,,pjxsqxbj780,经济与管理学院,市场营销,2020,A-511,曹禺戏剧经典,HA006157,,,A楼,5,A-511,23100505101012,南校区,多媒体教室,231005,4,缺勤,,公共任选,通识教育选修课
2024-2025,2,2,4,2025-02-27,5,,8,,pjxuqwbj750,机电工程学院,工业设计,2020,C-326,设计方法学,ME025251,,,C楼,3,C-326,23100203101026,南校区,多媒体教室,231002,3,请假,2025-02-27 13:40:00,学院任选,专业教育课程
2024-2025,2,2,4,2025-02-27,5,,6,,pjxrqxbj963,数学与统计学院,数学与应用数学,2020,A-511,曹禺戏剧经典,HA006157,,,A楼,5,A-511,23100505101012,南校区,多媒体教室,231005,2,正常,2025-02-27 13:58:00,公共任选,通识教育选修课
2024-2025,2,2,4,2025-02-27,7,,8,,pjxuqwbj831,微电子学院,集成电路设计与集成系统,2020,A-604,音乐基本理论与视唱,HA006086,,,A楼,6,A-604,23100506101004,南校区,多媒体教室,231005,2,正常,2025-02-27 15:50:00,公共任选,通识教育选修课
2024-2025,2,2,4,2025-02-27,5,,6,,pjxuqwbj861,机电工程学院,机械设计制造及其自动化,2020,A-603,0基础学唱歌,HA006095,,,A楼,6,A-603,23100506101003,南校区,多媒体教室,231005,4,缺勤,,公共任选,通识教育选修课
2024-2025,2,2,4,2025-02-27,9,,10,,pjxsqxbj864,经济与管理学院,市场营销,2020,A-605,中外名曲鉴赏,HA006085,,,A楼,6,A-605,23100506101005,南校区,多媒体教室,231005,2,正常,2025-02-27 18:59:00,公共任选,通识教育选修课
2024-2025,2,2,4,2025-02-27,5,,6,,pjxyqwbk777,计算机科学与技术学院,物联网工程,2020,B-537,云计算与虚拟化,CS205511,,,B楼,5,B-537,23100405101040,南校区,多媒体教室,231004,4,缺勤,,学院任选,专业选修课
2024-2025,2,2,4,2025-02-27,5,,6,,pjxyqxbl723,通信工程学院,通信工程,2020,A-603,0基础学唱歌,HA006095,,,A楼,6,A-603,23100506101003,南校区,多媒体教室,231005,3,请假,2025-02-27 13:40:00,公共任选,通识教育选修课
2024-2025,2,2,4,2025-02-27,7,,8,,pjxyqxbk081,通信工程学院,信息工程,2020,A-603,写作与沟通,24HA0001,,,A楼,6,A-603,23100506101003,南校区,多媒体教室,231005,2,正常,2025-02-27 15:48:00,必修,公共通识课
2024-2025,2,2,4,2025-02-27,7,,8,,pjxyqxbk373,物理学院,电子信息科学与技术,2020,A-327,光影中的隋唐之美,HA006151,,,A楼,3,A-327,23100503101031,南校区,多媒体教室,231005,4,缺勤,,公共任选,通识教育选修课
2024-2025,2,2,4,2025-02-27,7,,8,,pjxsqxbj780,经济与管理学院,市场营销,2020,A-327,光影中的隋唐之美,HA006151,,,A楼,3,A-327,23100503101031,南校区,多媒体教室,231005,4,缺勤,,公共任选,通识教育选修课
2024-2025,2,2,4,2025-02-27,9,,10,,pjxyqxbj027,物理学院,电子信息科学与技术,2020,A-327,基础生命科学,LS006032,,,A楼,3,A-327,23100503101031,南校区,多媒体教室,231005,4,缺勤,,公共任选,通识教育选修课
2024-2025,2,2,4,2025-02-27,9,,10,,pjxuqwbj861,机电工程学院,机械设计制造及其自动化,2020,A-226,隋唐五代历史人物专题,HA006077,,,A楼,2,A-226,23100502101029,南校区,多媒体教室,231005,4,缺勤,,公共任选,通识教育选修课
2024-2025,2,2,5,2025-02-28,3,,4,,pjxyqwbj397,网络与信息安全学院,网络空间安全,2020,A-314,组合数学,CE204155,,,A楼,3,A-314,23100503101016,南校区,多媒体教室,231005,2,正常,2025-02-28 10:18:00,学院任选,专业选修课
2024-2025,2,2,5,2025-02-28,3,,4,,pjxyqxbj709,物理学院,电子信息科学与技术,2020,EI-215,六级英语,FL006093,,,E楼一区,2,EI-215,23100302101014,南校区,语音室,231003,3,请假,2025-02-28 10:05:00,学校限选,通识教育基础课
2024-2025,2,2,5,2025-02-28,1,,2,,pjxyqwbj380,计算机科学与技术学院,软件工程,2020,B-706,协议工程,CS265021,,,B楼,7,B-706,23100407101006,南校区,多媒体教室,231004,3,请假,2025-02-28 08:10:00,学院限选,专业选修课
2024-2025,2,2,5,2025-02-28,3,,4,,pjxyqwbj380,计算机科学与技术学院,软件工程,2020,B-701,物联网技术,CS265045,,,B楼,7,B-701,23100407101001,南校区,多媒体教室,231004,3,请假,2025-02-28 10:05:00,学院限选,专业选修课
2024-2025,2,2,5,2025-02-28,5,,6,,pjxyqwbj380,计算机科学与技术学院,软件工程,2020,B-509,基于FPGA的数字系统设计,CS265024,,,B楼,5,B-509,23100405101011,南校区,多媒体教室,231004,3,请假,2025-02-28 13:40:00,学院限选,专业选修课
2024-2025,2,2,5,2025-02-28,5,,6,,pjxyqwbk686,人工智能学院,智能科学与技术,2020,A-603,0基础学唱歌,HA006095,,,A楼,6,A-603,23100506101003,南校区,多媒体教室,231005,3,请假,2025-02-28 13:40:00,公共任选,通识教育选修课
2024-2025,2,2,5,2025-02-28,5,,6,,pjxsqxbj921,经济与管理学院,市场营销,2020,A-603,0基础学唱歌,HA006095,,,A楼,6,A-603,23100506101003,南校区,多媒体教室,231005,2,正常,2025-02-28 13:59:00,公共任选,通识教育选修课
2024-2025,2,2,5,2025-02-28,5,,6,,pjxrqxbj905,数学与统计学院,信息与计算科学,2020,A-603,0基础学唱歌,HA006095,,,A楼,6,A-603,23100506101003,南校区,多媒体教室,231005,3,请假,2025-02-28 13:40:00,公共任选,通识教育选修课
2024-2025,2,2,5,2025-02-28,7,,8,,pjxyqxbl763,空间科学与技术学院,探测制导与控制技术,2020,A-604,音乐基本理论与视唱,HA006086,,,A楼,6,A-604,23100506101004,南校区,多媒体教室,231005,4,缺勤,,公共任选,通识教育选修课
2024-2025,2,3,1,2025-03-03,3,,4,,pjxsqxbj864,经济与管理学院,市场营销,2020,C-116,项目管理,EM024214,,,C楼,1,C-116,23100201101037,南校区,远程互动教室,231002,2,正常,2025-03-03 10:11:00,必修,专业课(专业核心课)
2024-2025,2,3,1,2025-03-03,1,,2,,pjxrqxbj905,数学与统计学院,信息与计算科学,2020,EI-415,高级听力,FL006008,,,E楼一区,4,EI-415,23100304101013,南校区,语音室,231003,2,正常,2025-03-03 08:33:00,学校限选,通识教育基础课
2024-2025,2,3,1,2025-03-03,3,,4,,pjxsqxbj864,经济与管理学院,市场营销,2020,C-330,商务英语,EM024213,,,C楼,3,C-330,23100203101030,南校区,基础智慧教室,231002,4,缺勤,,学院任选,专业选修课
2024-2025,2,3,1,2025-03-03,1,,2,,pjwtqxbj971,生命科学技术学院,生物医学工程,2020,EI-215,英文电影中的文化探析,FL006084,,,E楼一区,2,EI-215,23100302101014,南校区,语音室,231003,5,代签,2025-03-03 09:31:00,学校限选,通识教育基础课
2024-2025,2,3,1,2025-03-03,3,,4,,pjxyqwbj397,网络与信息安全学院,网络空间安全,2020,C-228,国密算法与技术,CE204161,,,C楼,2,C-228,23100202101028,南校区,基础智慧教室,231002,3,请假,2025-03-03 10:20:00,学院任选,专业选修课
2024-2025,2,2,5,2025-02-28,7,,8,,pjxyqwbj397,网络与信息安全学院,网络空间安全,2020,XI-119,安全多方计算,CE204153,,,X楼I区,1,I-119,23100101101032,南校区,分组研讨教室,231001,4,缺勤,,学院任选,专业选修课
2024-2025,2,3,1,2025-03-03,9,,10,,pjxyqxbk501,空间科学与技术学院,探测制导与控制技术,2020,A-305,肥胖、减重与健康,LS006038,,,A楼,3,A-305,23100503101006,南校区,多媒体教室,231005,4,缺勤,,公共任选,通识教育选修课
2024-2025,2,3,1,2025-03-03,9,,10,,pjxuqwbj861,机电工程学院,机械设计制造及其自动化,2020,A-305,肥胖、减重与健康,LS006038,,,A楼,3,A-305,23100503101006,南校区,多媒体教室,231005,2,正常,2025-03-03 18:55:00,公共任选,通识教育选修课
2024-2025,2,3,1,2025-03-03,7,,8,,pjxyqxbj710,空间科学与技术学院,空间科学与技术,2020,A-427,光影中的隋唐之美,HA006151,,,A楼,4,A-427,23100504101030,南校区,多媒体教室,231005,4,缺勤,,公共任选,通识教育选修课
2024-2025,2,3,1,2025-03-03,7,,8,,pjxyqwbk622,计算机科学与技术学院,软件工程,2020,A-427,光影中的隋唐之美,HA006151,,,A楼,4,A-427,23100504101030,南校区,多媒体教室,231005,2,正常,2025-03-03 15:52:00,公共任选,通识教育选修课
2024-2025,2,3,1,2025-03-03,7,,8,,pjxrqxbj905,数学与统计学院,信息与计算科学,2020,A-427,光影中的隋唐之美,HA006151,,,A楼,4,A-427,23100504101030,南校区,多媒体教室,231005,2,正常,2025-03-03 15:52:00,公共任选,通识教育选修课
2024-2025,2,3,1,2025-03-03,9,,10,,pjxyqwbj397,网络与信息安全学院,网络空间安全,2020,A-227,中国古代神话艺术,HA006149,,,A楼,2,A-227,23100502101030,南校区,多媒体教室,231005,3,请假,2025-03-03 18:40:00,公共任选,通识教育选修课
2024-2025,2,3,1,2025-03-03,9,,10,,pjxyqwbk622,计算机科学与技术学院,软件工程,2020,A-227,中国古代神话艺术,HA006149,,,A楼,2,A-227,23100502101030,南校区,多媒体教室,231005,2,正常,2025-03-03 18:56:00,公共任选,通识教育选修课
2024-2025,2,3,1,2025-03-03,9,,10,,pjxyqxbl763,空间科学与技术学院,探测制导与控制技术,2020,A-320,深度学习,AI006007,,,A楼,3,A-320,23100503101023,南校区,多媒体教室,231005,2,正常,2025-03-03 18:53:00,公共任选,通识教育选修课
2024-2025,2,3,1,2025-03-03,7,,8,,pjxyqxbj709,物理学院,电子信息科学与技术,2020,B-314,DSP技术（双语）,PY055007-11,,,B楼,3,B-314,23100403101014,南校区,基础智慧教室,231004,3,请假,2025-03-03 15:35:00,学院任选,专业选修课
2024-2025,2,3,2,2025-03-04,7,,8,,pjwtqxbj971,生命科学技术学院,生物医学工程,2020,B-434,写作与沟通,24HA0001,,,B楼,4,B-434,23100404101035,南校区,多媒体教室,231004,4,缺勤,,必修,公共通识课
2024-2025,2,3,2,2025-03-04,7,,8,,pjxyqwbk777,计算机科学与技术学院,物联网工程,2020,B-538,计算智能导论,CS205521,,,B楼,5,B-538,23100405101041,南校区,多媒体教室,231004,2,正常,2025-03-04 16:36:00,学院任选,专业选修课
2024-2025,2,3,2,2025-03-04,9,,10,,pjxyqxbj718,空间科学与技术学院,飞行器设计与工程,2020,A-222,中国古代神话艺术,HA006149,,,A楼,2,A-222,23100502101024,南校区,多媒体教室,231005,4,缺勤,,公共任选,通识教育选修课
2024-2025,2,3,2,2025-03-04,9,,10,,pjxyqxbl688,物理学院,电子信息科学与技术,2020,A-222,中国古代神话艺术,HA006149,,,A楼,2,A-222,23100502101024,南校区,多媒体教室,231005,2,正常,2025-03-04 18:58:00,公共任选,通识教育选修课
2024-2025,2,3,2,2025-03-04,7,,8,,pjxsqxbj864,经济与管理学院,市场营销,2020,A-602,歌剧鉴赏,HA006098,,,A楼,6,A-602,23100506101002,南校区,多媒体教室,231005,2,正常,2025-03-04 15:50:00,公共任选,通识教育选修课
