课程号_统一,KCCCDM(课程层次),KCFLDM(课程分类),JXFSDM(教学方式),SKYZDM(授课语种),KCZTDM(课程状态),KCM(课程名),YWKCM(英文课程名),JXMD(教学目的),XS(学时),XF(学分),KNZXS(课内周学时),KTJSXS(课堂讲授学时),SYXS(实验学时),SJIXS(设计学时),SJXS(上机学时),TLXS(讨论学时),QTXS1(其他学时1),QTXS2(其他学时2),QTXS3(其他学时3),JZSJZ(集中实践周),KCSJXS(课程实践学时),KSLXDM(考试类型),ZWJC(中文教材),ZWCKS(中文参考书),WWJC(外文教材),WWCKS(外文参考书),SYYX(适用院系或专业),KCSM(课程说明),ZWNRJJ(中文内容简介),YWNRJJ(英文内容简介),KSRQ(开始日期),YBZS(预备知识),CZSJ(操作时间),BZ(备注),TKYY(停开原因),HFYY(恢复原因),XGXKLBDM(校公选课类别),XXKDM(先修课代码),XXKMC(先修课名称),KSXQ(开课学期),SFXGXK(是否校公选课),KCSJZXS(课程实践周学时),XFLBDM(学分类别代码),KCFL1(课程分类),SFSYSK(是否双语授课),SFQYWSK(是否全英文授课),CJKHFS(成绩考核方式),KCMB(课程目标),XXKSFQY(先修课是否启用),XXKBXTG(先修课必须通过)
24ME6305,,018,2.0,,1.0,控制工程综合实践,Control Engineering Practice,,40.0,1.0,40,0.0,0.0,,,,,,,1周,0.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24ME4401,,033,1.0,,1.0,电磁场与波,Electromagnetic fields and waves,,48.0,3.0,2,48.0,0.0,,,,,,,0,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24ME4002,,033,6.0,,1.0,电路分析基础,Fundamentals of Circuit Analysis,,56.0,3.5,2,48.0,16.0,,,,,,,0,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24ME4003,,033,6.0,,1.0,信号与系统,Signals and Systems,,56.0,3.5,2,48.0,16.0,,,,,,,0,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24TS0006-04,,031,6.0,,1.0,新生研讨与学科导论(Ⅱ),Freshman Seminar and Introduction to Discipline(Ⅱ),,16.0,0.5,2,16.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24TS0006-05,,031,6.0,,1.0,新生研讨与学科导论(Ⅱ),Freshman Seminar and Introduction to Discipline(Ⅱ),,16.0,0.5,2,16.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24LS5115,,034,6.0,,1.0,生物物理学导论(双语),Introductory Biophysics：Perspectives on the Living State,,32.0,2.0,2,30.0,4.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24LS5116,,034,1.0,,1.0,生物安全,Biosecurity,,16.0,1.0,2,16.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24LS6101,,018,6.0,,1.0,认知实践课堂,认知实践课堂,,80.0,2.0,40,,,,,,,,,2周,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24LS6102,,018,6.0,,1.0,科研创新课堂,科研创新课堂,,80.0,2.0,40,,,,,,,,,2周,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24LS6103,,018,6.0,,1.0,科研训练,科研训练,,40.0,1.0,40,,,,,,,,,1周,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24LS6104,,018,6.0,,1.0,生产实习,生产实习,,80.0,2.0,40,,,,,,,,,2周,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24LS6105,,018,6.0,,1.0,生物与智能信息综合大实验,生物与智能信息综合大实验,,80.0,2.0,40,,,,,,,,,2周,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24LS6106,,018,6.0,,1.0,毕业设计,毕业设计,,640.0,8.0,40,,,,,,,,,16周,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24LS6003,,018,6.0,,1.0,科研训练,Scientific Research Training,,40.0,1.0,40,,,,,,,,,1周,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24LS6004,,018,6.0,,1.0,生产实习,Practice in Factory,,80.0,2.0,40,,,,,,,,,2周,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24LS6005,,018,6.0,,1.0,生物医学工程综合实验,Experiment on Biomedical Engineering,,40.0,1.0,40,,,,,,,,,1周,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24LS6006,,018,6.0,,1.0,毕业设计,Undergraduate Thesis,,640.0,16.0,40,,,,,,,,,16周,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24SS0001,,030,1.0,,1.0,钱学森科学思想与航天精神,Qian Xuesen’s Scientific Thought and Aerospace Spirit,,16.0,1.0,1,0.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24SS0002,,030,6.0,,1.0,中国传统文化概论与调研,Traditional Chinese Culture & Research,,16.0,1.0,1,8.0,,,,,,,,,8.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24SS0003,,030,6.0,,1.0,空间科技前沿与实践,Frontiers and Practice of Aerospace Technology,,16.0,1.0,1,12.0,,,,,,,,,4.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24SS0004,,030,1.0,,1.0,逻辑思维与创新,Logical Thinking and Innovation,,16.0,1.0,1,16.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24SS0005,,030,1.0,,1.0,经典中科学（双语）,Classic Science,,32.0,2.0,2,32.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24SS0006,,030,1.0,,1.0,科技写作与AI交互,Technology Writing and AI Interaction,,16.0,1.0,1,16.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24SS2001,,031,6.0,,1.0,数值计算方法,Computational Method,,32.0,2.0,2,30.0,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24SS2002,,031,6.0,,1.0,数学物理方法,Mathematical Method for Physics,,32.0,2.0,2,30.0,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24SS2003,,031,6.0,,1.0,工程优化方法,Engineering Optimization,,48.0,3.0,4,40.0,16.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24SS2004,,031,6.0,,1.0,工程有限元方法,Finite Element Method in Engineering,,48.0,3.0,4,40.0,16.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24SS2005,,031,2.0,,1.0,嵌入式系统STEM课-基础,Embedded Systems STEM Course - Fundamentals,,48.0,3.0,4,,96.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24SS2006,,031,2.0,,1.0,嵌入式系统STEM课-高阶,Embedded Systems STEM Course - Advanced,,40.0,2.5,4,,80.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24SS2007,,031,6.0,,1.0,数据结构与算法分析,Data Structure and Algorithm Analysis,,48.0,3.0,4,40.0,16.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24SS2100,,031,1.0,,1.0,数学分析原理,Principles of Mathematical Analysis,,64.0,4.0,4,64.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24SS2101,,031,1.0,,1.0,复变函数论,Function Theory of Complex Variable,,48.0,3.0,4,48.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24SS2102,,031,1.0,,1.0,概率论与数理统计T,Probability Theory and Mathematical Statistics,,48.0,3.0,4,48.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24SS2104,,031,1.0,,1.0,理论力学T,Theoretical Mechanics T,,48.0,3.0,4,48.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24SS2105,,031,1.0,,1.0,热力学与统计物理,Thermodynamics and Statistical Physics,,48.0,3.0,4,48.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24SS2106,,031,1.0,,1.0,量子物理学,Quantum Physics,,48.0,3.0,4,48.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24SS2107,,031,6.0,,1.0,数据结构,Data Structure,,48.0,3.0,4,32.0,32.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24SS2108,,031,1.0,,1.0,数学物理方法T,Methods of Mathematical Physics T,,48.0,3.0,4,48.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24SS2200,,031,1.0,,1.0,场论与复变函数,Field theory and Functions of Complex Variables,,40.0,2.5,4,40.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
PY006039,,019,33.0,,1.0,陕西八景中的物理与文化,Physics and Culture in the Eight Scenic Spots of Shaanxi,“陕西八景中的物理与文化”作为通识课程，面向全校学生开设，该课程是中国传统文化与物理学原理结合的特色课程。该课程以古今、文理的交汇与融合为基本出发点，以中国文化传统人文与科学为主线，不仅注重知识传授，更注重方法论指导，通过打开一扇扇认知和思考的窗口，激发和引导学生用联系的、发展的眼光，多方位、多视角、跨学科地审视和对待自己所学的科学知识，了解其发展过程及其与其他知识领域的联系；重在培养以下能力：价值判断和批判思维能力，交叉学习和主动创新能力，科学想象和审美能力。,16.0,1.0,2,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,,0.0,2.0,,,,,全校,,“陕西八景中的物理与文化”是关于陕西特色文化与物理学原理的通识课，面向全校学生开设。其内容包括陕西八景的历史、文化背景讲解和这些景观中的“力学”、“振动与波动”、“光学”、“热学”等物理学原理与其引申的其他物理学原理与文化和精神的内涵。该课程主要通过知识的基础性、整体性、综合性、广博性和“关联性”，使学生拓宽视野、避免偏狭，培养独立思考与判断能力、社会责任感和健全人格。,"Physics and Culture in the Eight Scenic Spots of Shaanxi ""is a general course on Shaanxi's unique culture and principles of physics, offered to all students in the school. Its content includes an explanation of the history and cultural background of the Eight Scenic Spots in Shaanxi, as well as the physical principles such as ""mechanics"", ""vibration and waves"", ""optics"", and ""heat"" in these landscapes, as well as other extended physical principles and cultural and spiritual connotations. ",,中学物理,,,,,6.0,,,,1.0,0.0,,,,,"本课程的考核以考核学生能力培养目标的达成为主要目的，以检查学生对各知识点的掌握程度以及应用为重要内容。最终成绩由平时作业成绩、线上测试成绩等组合而成，各部分所占比例如下：
1.平时作业成绩：50%
每节课之后布置常规作业，同时学生在任课教师指导下，通过网上平台提供的各种在线资源在课前或者课后进行学习。培养学生自我学习的能力和习惯。
（1）主要考核学生对知识点的认知、理解与应用；
（2）每次作业按五级分制考核，折算后计入最终成绩。
2. 线上测试：50%
对学生课堂学习效果进行线上测验。及时检查学生对课程知识掌握情况，促进学生的课前预习与课堂听课。

课程目标	考核评价成绩组成	合计
	平时作业	线上测试	
课程目标1	25	25	50
课程目标2	25	25	50
合计	50	50	100
","通过本课程的学习使学生掌握陕西八景中的物理的基本概念、规律、原理和文化内涵，理解原理的推导和文化精神，培养学生分析和解决综合性问题的能力，树立正确的文化观。为学习后续专业课程打下坚实的理论基础。
课程目标1：掌握陕西八景中的物理相关知识及其基本应用方法；
课程目标2：掌握陕西八景中的文化内涵和文化精神。",,
MGT 3324,,017,1.0,qy,1.0,组织行为学,Organizational Behavior,,48.0,3.0,4,48.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,1.0,,,,
MGT 3444,,017,1.0,qy,1.0,组织中的多元化管理,Multicultural Diversity in Organizations,,48.0,3.0,4,48.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,1.0,,,,
MGT 2354,,017,1.0,qy,1.0,打造卓越团队领导力,Team Leadership in Business: Cultivating Excellence,,48.0,3.0,4,48.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,1.0,,,,
MGT 2104,,017,1.0,qy,1.0,管理职业发展,Careers in Management,,16.0,1.0,2,16.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,1.0,,,,
MGT 2064,,29,1.0,qy,1.0,创业基础,Foundations of Entrepreneurship (Pathways 6D),,48.0,3.0,4,48.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,1.0,,,,
24FL5305,,034,6.0,,1.0,国际日语能力考试指导,The Japanese-Language Proficiency Test Guide,,32.0,2.0,2,24.0,,,,,,,,,8.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24FL5306,,034,6.0,,1.0,当代中国文化对外传播,External Dissemination of Contemporary Chinese culture,,32.0,2.0,2,24.0,,,,,,,,,8.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24FL5307,,034,6.0,,1.0,日语口译,Japanese Interpretation,,32.0,2.0,2,24.0,,,,,,,,,8.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24FL5308,,034,6.0,,1.0,商务日语,Business Japanese,,32.0,2.0,2,24.0,,,,,,,,,8.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24FL5309,,034,6.0,,1.0,日语学术论文写作,Japanese Academic Writing,,32.0,2.0,2,24.0,,,,,,,,,8.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24FL5310,,034,6.0,,1.0,日语应用文写作,Japanese Applied Writing,,32.0,2.0,2,24.0,,,,,,,,,8.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24FL5311,,034,1.0,,1.0,英语阅读,English Reading,,32.0,2.0,2,32.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24FL5312,,034,6.0,,1.0,科技日语,Japanese for Science and Technology,,32.0,2.0,2,24.0,,,,,,,,,8.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24FL5313,,034,6.0,,1.0,日语语音与音系,Japanese Pronunciation and Phonology,,32.0,2.0,2,24.0,,,,,,,,,8.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24FL5314,,034,6.0,,1.0,英语写作,English Writing,,32.0,2.0,2,24.0,,,,,,,,,8.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24FL5315,,034,1.0,,1.0,区域国别学导论,Introduction to Area Studies,,32.0,2.0,2,32.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24FL5316,,034,1.0,,1.0,日本文学,Japanese Literature,,32.0,2.0,2,32.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24FL6301,,018,2.0,,1.0,科研创新课堂,Research and Innovation Class,,32.0,2.0,2,,,,,,,,,,32.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24FL6302,,018,2.0,,1.0,机器辅助翻译实践,Machine Assisted Translation Practice,,40.0,1.0,20,,,,,,,,,1周,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24FL6303,,018,2.0,,1.0,日语学科竞赛实践,Practice ofJapanese Language Competition,,40.0,1.0,20,,,,,,,,,1周,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24FL6304,,018,2.0,,1.0,毕业设计,Undergraduate Thesis,,640.0,8.0,40,,,,,,,,,16周,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24TE4026,,033,6.0,,1.0,片上微控制系统原理与项目设计,Principle and Project Design of On-chip Micro control System,,96.0,6.0,4,48.0,32.0,,,,,,,,32.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24TE4027,,033,6.0,,1.0,射频通信电路,Radio  Frequency Communication Circuit,,80.0,5.0,4,48.0,32.0,,,,,,,,16.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24TE4028,,033,6.0,,1.0,随机信号分析与实践,Stochastic Signal Analysis and Practice,,48.0,3.0,2,32.0,,,,,,,,,16.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24TE4029,,033,6.0,,1.0,通信系统原理,Principle of Communication System,,72.0,4.5,4,48.0,,,,,,,,,24.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24TE4030,,033,1.0,,1.0,数字信号处理（双语）,Digital Signal Processing(Bilingual Instruction),,48.0,3.0,4,48.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24TE4032,,033,1.0,,1.0,通信芯片设计基础,Communication chip design foundation,,48.0,3.0,4,48.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24TE6006,,018,6.0,,1.0,通信与网络综合开发实验,Comprehensive Development Experiment of Communication and Network,,32.0,2.0,2,8.0,16.0,,,,,,,,16.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24TE6012,,018,2.0,,1.0,科研训练,Undergraduate Research Opportunities Program,,48.0,3.0,4,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24TE2006,,031,6.0,,1.0,数据库系统,Database Systems,,48.0,3.0,4,32.0,32.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24MI4020,,033,6.0,,1.0,模拟集成电路设计A,Analog Integrated Circuits Design A,,64.0,4.0,2,48.0,16.0,,,,,,,0,8.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24MI4021,,033,6.0,,1.0,数字集成电路设计 A,Digital Integrated Circuits Design A,,64.0,4.0,2,48.0,16.0,,,,,,,0,8.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24MI4022,,033,6.0,,1.0,射频集成电路设计,RF Integrated Circuits Design,,40.0,2.5,2,32.0,16.0,,,,,,,0,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24MI4025,,033,6.0,,1.0,芯片设计与流片实践,Practice of Integrated Circuits Design and Fabrication,,48.0,3.0,2,8.0,0.0,,,,,,,0,40.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24MI6000,,018,2.0,,1.0,集成电路制造生产实习,IC Fabrication Practice,,32.0,2.0,2,0.0,0.0,,,,,,,2周,0.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24MI6001,,018,2.0,,1.0,科研创新课堂I,Research and Innovation Class (I),,16.0,1.0,2,0.0,0.0,,,,,,,1周,0.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24MI6002,,018,2.0,,1.0,科研创新课堂II,Research and Innovation Class (II),,16.0,1.0,2,0.0,0.0,,,,,,,1周,0.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24MI6003,,018,2.0,,1.0,本科生科研训练计划,Undergraduate Research Training Program,,16.0,1.0,2,0.0,0.0,,,,,,,1周,0.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24MI6004,,018,2.0,,1.0,毕业设计,Undergraduate Thesis,,128.0,8.0,2,0.0,0.0,,,,,,,16周,0.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24MI6005,,018,2.0,,1.0,混合信号IC仿真验证与版图设计实践,Mixed-signal IC Simulation,,32.0,2.0,2,0.0,0.0,,,,,,,2周,0.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24MI6006,,018,2.0,,1.0,半导体器件与工艺设计实践,Desing Practice of Semiconductor Device and Process,,32.0,2.0,2,0.0,0.0,,,,,,,2周,0.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24MI6007,,018,2.0,,1.0,半导体器件设计与工艺制造实践,Semiconductor Device Design and Process Manufacturing Practice,,40.0,2.5,2,0.0,0.0,,,,,,,2.5,0.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24EE0001,,030,1.0,,1.0,大学语文,College Chinese,,16.0,1.0,1,16.0,0.0,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24PY2104,,031,2.0,,1.0,普通物理实验(I),General？Physical Experiment(I),,27.0,2.0,2,,54.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24PY2201,,031,1.0,,1.0,专业导论,Introduction to Major,,16.0,1.0,2,16.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24PY4101,,033,1.0,,1.0,力学,Mechanics,,48.0,3.0,2,48.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24PY4102,,033,1.0,,1.0,热学,Thermotics,,32.0,2.0,2,32.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24LS6001,,018,2.0,,1.0,认知实践课堂,Cognition and Practice Class,,32.0,2.0,16,,,,,,,,,,32.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24MS3905,,031,1.0,,1.0,线性代数,Linear Algebra,,48.0,3.0,2,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24MS2403,,031,6.0,,1.0,数学分析（III）,Mathematical Analysis（III）,,88.0,5.5,6,80.0,0.0,,,,,,,0,8.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24MS2407,,031,6.0,,1.0,常微分方程,Ordinary Differential Equations,,48.0,3.0,4,40.0,0.0,,,,,,,0,8.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24MS2408,,031,6.0,,1.0,概率论,Probability Theory,,56.0,3.5,4,48.0,0.0,,,,,,,0,8.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24MS2493,,031,6.0,,1.0,数学分析（III）,Mathematical Analysis（III）,,96.0,6.0,6,80.0,0.0,,,,,,,0,16.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24MS4410,,033,1.0,,1.0,复变函数,Complex Variable Function,,48.0,3.0,4,48.0,0.0,,,,,,,0,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24MS4411,,033,1.0,,1.0,近世代数,Modern Algebra,,48.0,3.0,4,48.0,0.0,,,,,,,0,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24MS4420,,033,1.0,,1.0,实变函数,Real Variable Function,,48.0,3.0,4,48.0,0.0,,,,,,,0,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
LS006038,,019,1.0,zw,1.0,肥胖、减重与健康,"Obesity, weight loss and health",从多系统角度为学生进行肥胖、减重与健康问题的阐述。通过该课程的学习，使学生了解肥胖的发生、发展以及对人体健康的危害，特别是对大脑认知功能的影响，对合理科学的减肥方式较为全面了解，增进学生的健康意识。课程内容涉及代谢、免疫、微生物、脑功能等领域知识，将丰富学生的知识领域，鼓励学生拓宽眼界将来开展交叉融合的科学研究。,16.0,1.0,2,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,,,,,所有专业,通过本课程的学习要求学生对各章节的重要概念和知识理论体系熟练掌握，使学生了解肥胖的发生、发展以及对人体健康的危害，特别是对大脑认知功能的影响，对合理科学的减肥方式较为全面了解，增进学生的健康意识。培养学生创新意识以及综合分析问题和解决问题的能力，提高学生的科学思维素质，以培养适应新世纪学科发展要求的交叉型人才。,"1）	本课程内容对不同背景的学生具有普遍适用性。内容上深入浅出地介绍肥胖、减重相关的健康问题，便于非生物医学专业的理工科学生理解。
2）	本课程兼具专业性与趣味性。通过列举大量的生活实例和有趣的实验发现，很好地处理了专业性与通俗性，以及基础性与前沿性的关系。",,,,,,,,6.0,,,,1.0,0.0,,,0.0,0.0,"最终成绩由平时作业成绩、期末成绩组合而成。各部分所占比例如下：
平时成绩：40%，主要考核上课到课率，作业完成情况。
期末成绩：60%，采用报告形式，考核学生针对肥胖、减重相关健康问题的文献调研与知识获取情况。",,,
24MS5027,,034,1.0,,1.0,统计预测与决策,Statistical Forecasting and Decision Making,,32.0,2.0,4,32.0,0.0,,,,,,,0,0.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24MS5028,,034,6.0,,1.0,智能控制,Intelligent Control,,40.0,2.5,4,32.0,0.0,,,,,,,0,8.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24MS5029,,034,6.0,,1.0,专业论文写作实践,Practical writing of professional paper,,32.0,2.0,4,24.0,0.0,,,,,,,0,8.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24MS5030,,034,6.0,,1.0,数学建模,Mathematical Modeling,,48.0,3.0,4,32.0,0.0,,,,,,,0,16.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24MS6001,,018,2.0,,1.0,创新实践,Research and Innovation Class,,80.0,2.0,40,0.0,0.0,,,,,,,2周,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24MS6002,,018,2.0,,1.0,综合实践,Comprehensive Practice,,40.0,1.0,40,0.0,0.0,,,,,,,1周,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24MS6003,,018,2.0,,1.0,专业实习,Professional Practice,,40.0,1.0,40,0.0,0.0,,,,,,,1周,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24MS6004,,018,2.0,,1.0,毕业设计（论文）,Undergraduate Thesis,,640.0,8.0,40,0.0,0.0,,,,,,,16周,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24MS6005,,018,2.0,,1.0,科研训练（I）,Scientific Research Training(I),,8.0,0.5,1,0.0,0.0,,,,,,,0,8.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24MS6006,,018,2.0,,1.0,科研训练（II）,Scientific Research Training(II),,8.0,0.5,1,0.0,0.0,,,,,,,0,8.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24MS6007,,018,2.0,,1.0,科研训练（III）,Scientific Research Training(III),,8.0,0.5,1,0.0,0.0,,,,,,,0,8.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24MS6008,,018,2.0,,1.0,科研训练（IV）,Scientific Research Training(IV),,8.0,0.5,1,0.0,0.0,,,,,,,0,8.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24MS6009,,018,2.0,,1.0,科研训练（V）,Scientific Research Training(V),,8.0,0.5,1,0.0,0.0,,,,,,,0,8.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24TE4020,,033,6.0,,1.0,数据结构,Data Structures,,56.0,3.5,4,40.0,,,,,,,,,16.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24TE4021,,033,6.0,,1.0,地理信息系统,Geographic Information Systems,,48.0,3.0,4,32.0,16.0,,,,,,,,8.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24TE4022,,033,6.0,,1.0,卫星导航定位原理与方法,Satellite Navigation and Positioning Principles and Methods,,48.0,3.0,4,32.0,16.0,,,,,,,,8.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
